Date,Team,Metric,Value
2011-3-22,OKC,UNQ,13127
2011-3-23,OKC,UNQ,14806
2011-3-24,OKC,UNQ,13368
2011-3-25,OKC,UNQ,13260
2011-3-26,OKC,UNQ,10988
2011-3-27,OKC,UNQ,15995
2011-3-28,OKC,UNQ,17503
2011-3-29,OKC,UNQ,16820
2011-3-30,OKC,UNQ,15819
2011-3-31,OKC,UNQ,14879
2011-4-1,OKC,UNQ,13904
2011-4-2,OKC,UNQ,12408
2011-4-3,OKC,UNQ,11877
2011-4-4,OKC,UNQ,12251
2011-4-5,OKC,UNQ,13367
2011-4-6,OKC,UNQ,16377
2011-4-7,OKC,UNQ,16098
2011-4-8,OKC,UNQ,15608
2011-4-9,OKC,UNQ,14091
2011-4-10,OKC,UNQ,18655
2011-4-11,OKC,UNQ,32137
2011-4-12,OKC,UNQ,24293
2011-4-13,OKC,UNQ,24745
2011-4-14,OKC,UNQ,28276
2011-4-15,OKC,UNQ,16202
2011-4-16,OKC,UNQ,12686
2011-4-17,OKC,UNQ,25583
2011-4-18,OKC,UNQ,24162
2011-4-19,OKC,UNQ,16129
2011-4-20,OKC,UNQ,23966
2011-4-21,OKC,UNQ,18553
2011-4-22,OKC,UNQ,11857
2011-4-23,OKC,UNQ,16712
2011-4-24,OKC,UNQ,21468
2011-4-25,OKC,UNQ,23502
2011-4-26,OKC,UNQ,31395
2011-4-27,OKC,UNQ,25418
2011-4-28,OKC,UNQ,41306
2011-4-29,OKC,UNQ,18836
2011-4-30,OKC,UNQ,26322
2011-5-1,OKC,UNQ,28853
2011-5-2,OKC,UNQ,16521
2011-5-3,OKC,UNQ,25028
2011-5-4,OKC,UNQ,29780
2011-5-5,OKC,UNQ,16577
2011-5-6,OKC,UNQ,12985
2011-5-7,OKC,UNQ,21931
2011-5-8,OKC,UNQ,14152
2011-5-9,OKC,UNQ,26608
2011-5-10,OKC,UNQ,41028
2011-5-11,OKC,UNQ,35458
2011-5-12,OKC,UNQ,34757
2011-5-13,OKC,UNQ,35093
2011-5-14,OKC,UNQ,31698
2011-5-15,OKC,UNQ,59617
2011-5-16,OKC,UNQ,47285
2011-5-17,OKC,UNQ,44391
2011-5-18,OKC,UNQ,26634
2011-5-19,OKC,UNQ,35653
2011-5-20,OKC,UNQ,38638
2011-5-21,OKC,UNQ,34857
2011-5-22,OKC,UNQ,21176
2011-5-23,OKC,UNQ,36193
2011-5-24,OKC,UNQ,30884
2011-5-25,OKC,UNQ,28705
2011-5-26,OKC,UNQ,27220
2011-5-27,OKC,UNQ,10515
2011-5-28,OKC,UNQ,6704
2011-5-29,OKC,UNQ,4874
2011-5-30,OKC,UNQ,5003
2011-5-31,OKC,UNQ,6450
2011-6-1,OKC,UNQ,5816
2011-6-2,OKC,UNQ,6877
2011-6-3,OKC,UNQ,5828
2011-6-4,OKC,UNQ,3469
2011-6-5,OKC,UNQ,3982
2011-6-6,OKC,UNQ,4857
2011-6-7,OKC,UNQ,5552
2011-6-8,OKC,UNQ,4597
2011-6-9,OKC,UNQ,5247
2011-6-10,OKC,UNQ,4710
2011-6-11,OKC,UNQ,3276
2011-6-12,OKC,UNQ,4475
2011-6-13,OKC,UNQ,5745
2011-6-14,OKC,UNQ,4875
2011-6-15,OKC,UNQ,4381
2011-6-16,OKC,UNQ,4109
2011-6-17,OKC,UNQ,3615
2011-6-18,OKC,UNQ,2925
2011-6-19,OKC,UNQ,3514
2011-6-20,OKC,UNQ,3960
2011-6-21,OKC,UNQ,4122
2011-6-22,OKC,UNQ,4296
2011-6-23,OKC,UNQ,6387
2011-6-24,OKC,UNQ,9918
2011-6-25,OKC,UNQ,6316
2011-6-26,OKC,UNQ,6199
2011-6-27,OKC,UNQ,5986
2011-6-28,OKC,UNQ,7144
2011-6-29,OKC,UNQ,5164
2011-6-30,OKC,UNQ,4872
2011-7-1,OKC,UNQ,6019
2011-7-2,OKC,UNQ,3699
2011-7-3,OKC,UNQ,3275
2011-7-4,OKC,UNQ,3170
2011-7-5,OKC,UNQ,4283
2011-7-6,OKC,UNQ,3550
2011-7-7,OKC,UNQ,4240
2011-7-8,OKC,UNQ,3341
2011-7-9,OKC,UNQ,2351
2011-7-10,OKC,UNQ,2366
2011-7-11,OKC,UNQ,3178
2011-7-12,OKC,UNQ,2988
2011-7-13,OKC,UNQ,2839
2011-7-14,OKC,UNQ,3014
2011-7-15,OKC,UNQ,3035
2011-7-16,OKC,UNQ,2160
2011-7-17,OKC,UNQ,2040
2011-7-18,OKC,UNQ,2798
2011-7-19,OKC,UNQ,8061
2011-7-20,OKC,UNQ,4519
2011-7-21,OKC,UNQ,4307
2011-7-22,OKC,UNQ,6461
2011-7-23,OKC,UNQ,2881
2011-7-24,OKC,UNQ,2790
2011-7-25,OKC,UNQ,3957
2011-7-26,OKC,UNQ,3680
2011-7-27,OKC,UNQ,3225
2011-7-28,OKC,UNQ,3019
2011-7-29,OKC,UNQ,2653
2011-7-30,OKC,UNQ,2100
2011-7-31,OKC,UNQ,2120
2011-8-1,OKC,UNQ,2866
2011-8-2,OKC,UNQ,2890
2011-8-3,OKC,UNQ,3385
2011-8-4,OKC,UNQ,3363
2011-8-5,OKC,UNQ,2439
2011-8-6,OKC,UNQ,2540
2011-8-7,OKC,UNQ,2740
2011-8-8,OKC,UNQ,3201
2011-8-9,OKC,UNQ,2887
2011-8-10,OKC,UNQ,3566
2011-8-11,OKC,UNQ,5693
2011-8-12,OKC,UNQ,5311
2011-8-13,OKC,UNQ,2547
2011-8-14,OKC,UNQ,2433
2011-8-15,OKC,UNQ,2915
2011-8-16,OKC,UNQ,2819
2011-8-17,OKC,UNQ,2776
2011-8-18,OKC,UNQ,3640
2011-8-19,OKC,UNQ,3210
2011-8-20,OKC,UNQ,2019
2011-8-21,OKC,UNQ,1990
2011-8-22,OKC,UNQ,2974
2011-8-23,OKC,UNQ,2507
2011-8-24,OKC,UNQ,2720
2011-8-25,OKC,UNQ,2947
2011-8-26,OKC,UNQ,2611
2011-8-27,OKC,UNQ,1827
2011-8-28,OKC,UNQ,2047
2011-8-29,OKC,UNQ,2535
2011-8-30,OKC,UNQ,2518
2011-8-31,OKC,UNQ,2601
2011-9-1,OKC,UNQ,2668
2011-9-2,OKC,UNQ,2537
2011-9-3,OKC,UNQ,1753
2011-9-4,OKC,UNQ,1870
2011-9-5,OKC,UNQ,2051
2011-9-6,OKC,UNQ,2533
2011-9-7,OKC,UNQ,3068
2011-9-8,OKC,UNQ,2929
2011-9-9,OKC,UNQ,2545
2011-9-10,OKC,UNQ,2015
2011-9-11,OKC,UNQ,2068
2011-9-12,OKC,UNQ,2710
2011-9-13,OKC,UNQ,2611
2011-9-14,OKC,UNQ,2453
2011-9-15,OKC,UNQ,2670
2011-9-16,OKC,UNQ,2228
2011-9-17,OKC,UNQ,1645
2011-9-18,OKC,UNQ,2108
2011-9-19,OKC,UNQ,2839
2011-9-20,OKC,UNQ,2834
2011-9-21,OKC,UNQ,2635
2011-9-22,OKC,UNQ,2636
2011-9-23,OKC,UNQ,2351
2011-9-24,OKC,UNQ,1600
2011-9-25,OKC,UNQ,1872
2011-9-26,OKC,UNQ,2487
2011-9-27,OKC,UNQ,2699
2011-9-28,OKC,UNQ,2558
2011-9-29,OKC,UNQ,2479
2011-9-30,OKC,UNQ,2021
2015-10-1,MIN,UNQ,11115
2015-10-2,MIN,UNQ,11683
2015-10-3,MIN,UNQ,8719
2015-10-4,MIN,UNQ,8924
2015-10-5,MIN,UNQ,15421
2015-10-6,MIN,UNQ,20188
2015-10-7,MIN,UNQ,24542
2015-10-8,MIN,UNQ,24027
2015-10-9,MIN,UNQ,12332
2015-10-10,MIN,UNQ,12957
2015-10-11,MIN,UNQ,9293
2015-10-12,MIN,UNQ,13610
2015-10-13,MIN,UNQ,11625
2015-10-14,MIN,UNQ,10600
2015-10-15,MIN,UNQ,8731
2015-10-16,MIN,UNQ,8002
2015-10-17,MIN,UNQ,7479
2015-10-18,MIN,UNQ,8532
2015-10-19,MIN,UNQ,8627
2015-10-20,MIN,UNQ,12597
2015-10-21,MIN,UNQ,15475
2015-10-22,MIN,UNQ,20045
2015-10-23,MIN,UNQ,15982
2015-10-24,MIN,UNQ,11440
2015-10-25,MIN,UNQ,32645
2015-10-26,MIN,UNQ,37972
2015-10-27,MIN,UNQ,33426
2015-10-28,MIN,UNQ,33213
2015-10-29,MIN,UNQ,43421
2015-10-30,MIN,UNQ,27300
2015-10-31,MIN,UNQ,21594
2015-11-1,MIN,UNQ,17381
2015-11-2,MIN,UNQ,38205
2015-11-3,MIN,UNQ,22366
2015-11-4,MIN,UNQ,17930
2015-11-5,MIN,UNQ,24694
2015-11-6,MIN,UNQ,14330
2015-11-7,MIN,UNQ,17794
2015-11-8,MIN,UNQ,15881
2015-11-9,MIN,UNQ,28138
2015-11-10,MIN,UNQ,36183
2015-11-11,MIN,UNQ,20393
2015-11-12,MIN,UNQ,38260
2015-11-13,MIN,UNQ,20051
2015-11-14,MIN,UNQ,10021
2015-11-15,MIN,UNQ,13756
2015-11-16,MIN,UNQ,12723
2015-11-17,MIN,UNQ,23207
2015-11-18,MIN,UNQ,20184
2015-11-19,MIN,UNQ,15548
2015-11-20,MIN,UNQ,16575
2015-11-21,MIN,UNQ,9757
2015-11-22,MIN,UNQ,9278
2015-11-23,MIN,UNQ,17464
2015-11-24,MIN,UNQ,18624
2015-11-25,MIN,UNQ,15882
2015-11-26,MIN,UNQ,12698
2015-11-27,MIN,UNQ,14953
2015-11-28,MIN,UNQ,11345
2015-11-29,MIN,UNQ,12963
2015-11-30,MIN,UNQ,14713
2015-12-1,MIN,UNQ,17899
2015-12-2,MIN,UNQ,16863
2015-12-3,MIN,UNQ,17961
2015-12-4,MIN,UNQ,17869
2015-12-5,MIN,UNQ,19762
2015-12-6,MIN,UNQ,18057
2015-12-7,MIN,UNQ,20114
2015-12-8,MIN,UNQ,17565
2015-12-9,MIN,UNQ,21115
2015-12-10,MIN,UNQ,19540
2015-12-11,MIN,UNQ,35813
2015-12-12,MIN,UNQ,11561
2015-12-13,MIN,UNQ,9917
2015-12-14,MIN,UNQ,9672
2015-12-15,MIN,UNQ,13409
2015-12-16,MIN,UNQ,12824
2015-12-17,MIN,UNQ,11303
2015-12-18,MIN,UNQ,13802
2015-12-19,MIN,UNQ,14463
2015-12-20,MIN,UNQ,10279
2015-12-21,MIN,UNQ,12512
2015-12-22,MIN,UNQ,21607
2015-12-23,MIN,UNQ,16283
2015-12-24,MIN,UNQ,8915
2015-12-25,MIN,UNQ,7288
2015-12-26,MIN,UNQ,10123
2015-12-27,MIN,UNQ,6614
2015-12-28,MIN,UNQ,10077
2015-12-29,MIN,UNQ,17183
2015-12-30,MIN,UNQ,25389
2015-12-31,MIN,UNQ,10386
2016-1-1,MIN,UNQ,31926
2016-1-2,MIN,UNQ,20830
2016-1-3,MIN,UNQ,8911
2016-1-4,MIN,UNQ,12994
2016-1-5,MIN,UNQ,9843
2016-1-6,MIN,UNQ,13701
2016-1-7,MIN,UNQ,12127
2016-1-8,MIN,UNQ,19448
2016-1-9,MIN,UNQ,9892
2016-1-10,MIN,UNQ,9290
2016-1-11,MIN,UNQ,9394
2016-1-12,MIN,UNQ,15767
2016-1-13,MIN,UNQ,10760
2016-1-14,MIN,UNQ,7764
2016-1-15,MIN,UNQ,9835
2016-1-16,MIN,UNQ,6423
2016-1-17,MIN,UNQ,10873
2016-1-18,MIN,UNQ,9117
2016-1-19,MIN,UNQ,10241
2016-1-20,MIN,UNQ,8949
2016-1-21,MIN,UNQ,10287
2016-1-22,MIN,UNQ,12740
2016-1-23,MIN,UNQ,12768
2016-1-24,MIN,UNQ,9976
2016-1-25,MIN,UNQ,15221
2016-1-26,MIN,UNQ,11347
2016-1-27,MIN,UNQ,14978
2016-1-28,MIN,UNQ,10425
2016-1-29,MIN,UNQ,9646
2016-1-30,MIN,UNQ,6139
2016-1-31,MIN,UNQ,8307
2016-2-1,MIN,UNQ,8818
2016-2-2,MIN,UNQ,12882
2016-2-3,MIN,UNQ,13000
2016-2-4,MIN,UNQ,11306
2016-2-5,MIN,UNQ,10284
2016-2-6,MIN,UNQ,14492
2016-2-7,MIN,UNQ,10669
2016-2-8,MIN,UNQ,11969
2016-2-9,MIN,UNQ,8844
2016-2-10,MIN,UNQ,15463
2016-2-11,MIN,UNQ,13511
2016-2-12,MIN,UNQ,12305
2016-2-13,MIN,UNQ,15177
2016-2-14,MIN,UNQ,17671
2016-2-15,MIN,UNQ,15368
2016-2-16,MIN,UNQ,12500
2016-2-17,MIN,UNQ,11223
2016-2-18,MIN,UNQ,12408
2016-2-19,MIN,UNQ,11977
2016-2-20,MIN,UNQ,12386
2016-2-21,MIN,UNQ,8130
2016-2-22,MIN,UNQ,15695
2016-2-23,MIN,UNQ,16266
2016-2-24,MIN,UNQ,12792
2016-2-25,MIN,UNQ,13637
2016-2-26,MIN,UNQ,12222
2016-2-27,MIN,UNQ,8605
2016-2-28,MIN,UNQ,10142
2016-2-29,MIN,UNQ,12112
2016-3-1,MIN,UNQ,10755
2016-3-2,MIN,UNQ,21458
2016-3-3,MIN,UNQ,12718
2016-3-4,MIN,UNQ,11793
2016-3-5,MIN,UNQ,11628
2016-3-6,MIN,UNQ,9239
2016-3-7,MIN,UNQ,11079
2016-3-8,MIN,UNQ,10582
2016-3-9,MIN,UNQ,7473
2016-3-10,MIN,UNQ,12923
2016-3-11,MIN,UNQ,10697
2016-3-12,MIN,UNQ,7720
2016-3-13,MIN,UNQ,6226
2016-3-14,MIN,UNQ,8906
2016-3-15,MIN,UNQ,9188
2016-3-16,MIN,UNQ,9879
2016-3-17,MIN,UNQ,10071
2016-3-18,MIN,UNQ,13305
2016-3-19,MIN,UNQ,8256
2016-3-20,MIN,UNQ,8250
2016-3-21,MIN,UNQ,20590
2016-3-22,MIN,UNQ,11706
2016-3-23,MIN,UNQ,17600
2016-3-24,MIN,UNQ,14651
2016-3-25,MIN,UNQ,10724
2016-3-26,MIN,UNQ,11453
2016-3-27,MIN,UNQ,6751
2016-3-28,MIN,UNQ,10733
2016-3-29,MIN,UNQ,12884
2016-3-30,MIN,UNQ,14162
2016-3-31,MIN,UNQ,7340
2016-4-1,MIN,UNQ,7438
2016-4-2,MIN,UNQ,6148
2016-4-3,MIN,UNQ,7920
2016-4-4,MIN,UNQ,6703
2016-4-5,MIN,UNQ,12638
2016-4-6,MIN,UNQ,25009
2016-4-7,MIN,UNQ,11182
2016-4-8,MIN,UNQ,9618
2016-4-9,MIN,UNQ,7218
2016-4-10,MIN,UNQ,9847
2016-4-11,MIN,UNQ,13193
2016-4-12,MIN,UNQ,11389
2016-4-13,MIN,UNQ,14326
2016-4-14,MIN,UNQ,17578
2016-4-15,MIN,UNQ,8210
2016-4-16,MIN,UNQ,5258
2016-4-17,MIN,UNQ,3753
2016-4-18,MIN,UNQ,4026
2016-4-19,MIN,UNQ,3883
2016-4-20,MIN,UNQ,26209
2016-4-21,MIN,UNQ,28174
2016-4-22,MIN,UNQ,13671
2016-4-23,MIN,UNQ,6636
2016-4-24,MIN,UNQ,4192
2016-4-25,MIN,UNQ,4694
2016-4-26,MIN,UNQ,13756
2016-4-27,MIN,UNQ,12746
2016-4-28,MIN,UNQ,10271
2016-4-29,MIN,UNQ,4972
2016-4-30,MIN,UNQ,3453
2016-5-1,MIN,UNQ,2989
2016-5-2,MIN,UNQ,4849
2016-5-3,MIN,UNQ,3340
2016-5-4,MIN,UNQ,6929
2016-5-5,MIN,UNQ,7438
2016-5-6,MIN,UNQ,4893
2016-5-7,MIN,UNQ,2810
2016-5-8,MIN,UNQ,2753
2016-5-9,MIN,UNQ,6510
2016-5-10,MIN,UNQ,5670
2016-5-11,MIN,UNQ,4932
2016-5-12,MIN,UNQ,7390
2016-5-13,MIN,UNQ,5931
2016-5-14,MIN,UNQ,3667
2016-5-15,MIN,UNQ,3620
2016-5-16,MIN,UNQ,10318
2016-5-17,MIN,UNQ,16093
2016-5-18,MIN,UNQ,17926
2016-5-19,MIN,UNQ,8169
2016-5-20,MIN,UNQ,6579
2016-5-21,MIN,UNQ,4311
2016-5-22,MIN,UNQ,3140
2016-5-23,MIN,UNQ,7274
2016-5-24,MIN,UNQ,5626
2016-5-25,MIN,UNQ,6596
2016-5-26,MIN,UNQ,5231
2016-5-27,MIN,UNQ,4590
2016-5-28,MIN,UNQ,3903
2016-5-29,MIN,UNQ,2938
2016-5-30,MIN,UNQ,2867
2016-5-31,MIN,UNQ,6169
2016-6-1,MIN,UNQ,5743
2016-6-2,MIN,UNQ,5588
2016-6-3,MIN,UNQ,4306
2016-6-4,MIN,UNQ,4991
2016-6-5,MIN,UNQ,4053
2016-6-6,MIN,UNQ,5397
2016-6-7,MIN,UNQ,7439
2016-6-8,MIN,UNQ,6122
2016-6-9,MIN,UNQ,5381
2016-6-10,MIN,UNQ,3804
2016-6-11,MIN,UNQ,2996
2016-6-12,MIN,UNQ,2451
2016-6-13,MIN,UNQ,6798
2016-6-14,MIN,UNQ,5822
2016-6-15,MIN,UNQ,4356
2016-6-16,MIN,UNQ,4987
2016-6-17,MIN,UNQ,3917
2016-6-18,MIN,UNQ,3001
2016-6-19,MIN,UNQ,3640
2016-6-20,MIN,UNQ,7186
2016-6-21,MIN,UNQ,6904
2016-6-22,MIN,UNQ,10273
2016-6-23,MIN,UNQ,37945
2016-6-24,MIN,UNQ,37003
2016-6-25,MIN,UNQ,11098
2016-6-26,MIN,UNQ,7286
2016-6-27,MIN,UNQ,10139
2016-6-28,MIN,UNQ,9953
2016-6-29,MIN,UNQ,8390
2016-6-30,MIN,UNQ,7449
2016-7-1,MIN,UNQ,7238
2016-7-2,MIN,UNQ,6013
2016-7-3,MIN,UNQ,6362
2016-7-4,MIN,UNQ,8030
2016-7-5,MIN,UNQ,19916
2016-7-6,MIN,UNQ,11629
2016-7-7,MIN,UNQ,13414
2016-7-8,MIN,UNQ,17049
2016-7-9,MIN,UNQ,16710
2016-7-10,MIN,UNQ,13015
2016-7-11,MIN,UNQ,17606
2016-7-12,MIN,UNQ,18815
2016-7-13,MIN,UNQ,12912
2016-7-14,MIN,UNQ,12194
2016-7-15,MIN,UNQ,9407
2016-7-16,MIN,UNQ,9557
2016-7-17,MIN,UNQ,12997
2016-7-18,MIN,UNQ,22829
2016-7-19,MIN,UNQ,9747
2016-7-20,MIN,UNQ,16650
2016-7-21,MIN,UNQ,12391
2016-7-22,MIN,UNQ,9058
2016-7-23,MIN,UNQ,5903
2016-7-24,MIN,UNQ,4448
2016-7-25,MIN,UNQ,10400
2016-7-26,MIN,UNQ,14462
2016-7-27,MIN,UNQ,12241
2016-7-28,MIN,UNQ,21460
2016-7-29,MIN,UNQ,7368
2016-7-30,MIN,UNQ,4684
2016-7-31,MIN,UNQ,3775
2016-8-1,MIN,UNQ,7142
2016-8-2,MIN,UNQ,6115
2016-8-3,MIN,UNQ,5327
2016-8-4,MIN,UNQ,6097
2016-8-5,MIN,UNQ,4289
2016-8-6,MIN,UNQ,2982
2016-8-7,MIN,UNQ,3745
2016-8-8,MIN,UNQ,7228
2016-8-9,MIN,UNQ,9424
2016-8-10,MIN,UNQ,5156
2016-8-11,MIN,UNQ,26235
2016-8-12,MIN,UNQ,15071
2016-8-13,MIN,UNQ,5139
2016-8-14,MIN,UNQ,4564
2016-8-15,MIN,UNQ,13459
2016-8-16,MIN,UNQ,5741
2016-8-17,MIN,UNQ,4858
2016-8-18,MIN,UNQ,6163
2016-8-19,MIN,UNQ,6503
2016-8-20,MIN,UNQ,4943
2016-8-21,MIN,UNQ,4962
2016-8-22,MIN,UNQ,4874
2016-8-23,MIN,UNQ,7200
2016-8-24,MIN,UNQ,6362
2016-8-25,MIN,UNQ,5376
2016-8-26,MIN,UNQ,5627
2016-8-27,MIN,UNQ,3965
2016-8-28,MIN,UNQ,4197
2016-8-29,MIN,UNQ,4751
2016-8-30,MIN,UNQ,4823
2016-8-31,MIN,UNQ,5368
2016-9-1,MIN,UNQ,5293
2016-9-2,MIN,UNQ,4699
2016-9-3,MIN,UNQ,3493
2016-9-4,MIN,UNQ,3865
2016-9-5,MIN,UNQ,4142
2016-9-6,MIN,UNQ,5711
2016-9-7,MIN,UNQ,6045
2016-9-8,MIN,UNQ,6727
2016-9-9,MIN,UNQ,4596
2016-9-10,MIN,UNQ,3729
2016-9-11,MIN,UNQ,3461
2016-9-12,MIN,UNQ,4546
2016-9-13,MIN,UNQ,4560
2016-9-14,MIN,UNQ,5174
2016-9-15,MIN,UNQ,11683
2016-9-16,MIN,UNQ,5896
2016-9-17,MIN,UNQ,4925
2016-9-18,MIN,UNQ,4035
2016-9-19,MIN,UNQ,5017
2016-9-20,MIN,UNQ,4754
2016-9-21,MIN,UNQ,5279
2016-9-22,MIN,UNQ,5501
2016-9-23,MIN,UNQ,28642
2016-9-24,MIN,UNQ,30568
2016-9-25,MIN,UNQ,11841
2016-9-26,MIN,UNQ,17660
2016-9-27,MIN,UNQ,14445
2016-9-28,MIN,UNQ,14121
2016-9-29,MIN,UNQ,10204
2016-9-30,MIN,UNQ,8927
2014-10-1,MIN,UNQ,21620
2014-10-2,MIN,UNQ,25063
2014-10-3,MIN,UNQ,17435
2014-10-4,MIN,UNQ,14241
2014-10-5,MIN,UNQ,12086
2014-10-6,MIN,UNQ,17080
2014-10-7,MIN,UNQ,23001
2014-10-8,MIN,UNQ,20092
2014-10-9,MIN,UNQ,18391
2014-10-10,MIN,UNQ,34256
2014-10-11,MIN,UNQ,17612
2014-10-12,MIN,UNQ,12581
2014-10-13,MIN,UNQ,14980
2014-10-14,MIN,UNQ,14783
2014-10-15,MIN,UNQ,14766
2014-10-16,MIN,UNQ,14494
2014-10-17,MIN,UNQ,17970
2014-10-18,MIN,UNQ,11858
2014-10-19,MIN,UNQ,19290
2014-10-20,MIN,UNQ,18193
2014-10-21,MIN,UNQ,19097
2014-10-22,MIN,UNQ,32341
2014-10-23,MIN,UNQ,14344
2014-10-24,MIN,UNQ,14517
2014-10-25,MIN,UNQ,13516
2014-10-26,MIN,UNQ,13093
2014-10-27,MIN,UNQ,23611
2014-10-28,MIN,UNQ,24683
2014-10-29,MIN,UNQ,32417
2014-10-30,MIN,UNQ,26774
2014-10-31,MIN,UNQ,21656
2014-11-1,MIN,UNQ,28027
2014-11-2,MIN,UNQ,17048
2014-11-3,MIN,UNQ,16269
2014-11-4,MIN,UNQ,15343
2014-11-5,MIN,UNQ,19716
2014-11-6,MIN,UNQ,16863
2014-11-7,MIN,UNQ,24983
2014-11-8,MIN,UNQ,15263
2014-11-9,MIN,UNQ,11734
2014-11-10,MIN,UNQ,14297
2014-11-11,MIN,UNQ,12678
2014-11-12,MIN,UNQ,19521
2014-11-13,MIN,UNQ,15032
2014-11-14,MIN,UNQ,14559
2014-11-15,MIN,UNQ,10575
2014-11-16,MIN,UNQ,9112
2014-11-17,MIN,UNQ,11200
2014-11-18,MIN,UNQ,11082
2014-11-19,MIN,UNQ,17413
2014-11-20,MIN,UNQ,13449
2014-11-21,MIN,UNQ,15529
2014-11-22,MIN,UNQ,12623
2014-11-23,MIN,UNQ,10012
2014-11-24,MIN,UNQ,10638
2014-11-25,MIN,UNQ,11600
2014-11-26,MIN,UNQ,14006
2014-11-27,MIN,UNQ,8091
2014-11-28,MIN,UNQ,9545
2014-11-29,MIN,UNQ,12684
2014-11-30,MIN,UNQ,12247
2014-12-1,MIN,UNQ,18091
2014-12-2,MIN,UNQ,12914
2014-12-3,MIN,UNQ,17579
2014-12-4,MIN,UNQ,13078
2014-12-5,MIN,UNQ,12559
2014-12-6,MIN,UNQ,9721
2014-12-7,MIN,UNQ,7773
2014-12-8,MIN,UNQ,12315
2014-12-9,MIN,UNQ,10650
2014-12-10,MIN,UNQ,13657
2014-12-11,MIN,UNQ,14719
2014-12-12,MIN,UNQ,11866
2014-12-13,MIN,UNQ,10323
2014-12-14,MIN,UNQ,13220
2014-12-15,MIN,UNQ,11531
2014-12-16,MIN,UNQ,13413
2014-12-17,MIN,UNQ,10164
2014-12-18,MIN,UNQ,9934
2014-12-19,MIN,UNQ,12771
2014-12-20,MIN,UNQ,11389
2014-12-21,MIN,UNQ,10099
2014-12-22,MIN,UNQ,10007
2014-12-23,MIN,UNQ,17159
2014-12-24,MIN,UNQ,8520
2014-12-25,MIN,UNQ,7502
2014-12-26,MIN,UNQ,9075
2014-12-27,MIN,UNQ,9098
2014-12-28,MIN,UNQ,7701
2014-12-29,MIN,UNQ,8703
2014-12-30,MIN,UNQ,10597
2014-12-31,MIN,UNQ,10673
2015-1-1,MIN,UNQ,12827
2015-1-2,MIN,UNQ,12750
2015-1-3,MIN,UNQ,12904
2015-1-4,MIN,UNQ,10162
2015-1-5,MIN,UNQ,13854
2015-1-6,MIN,UNQ,16378
2015-1-7,MIN,UNQ,17663
2015-1-8,MIN,UNQ,16462
2015-1-9,MIN,UNQ,16121
2015-1-10,MIN,UNQ,13288
2015-1-11,MIN,UNQ,10189
2015-1-12,MIN,UNQ,10616
2015-1-13,MIN,UNQ,14046
2015-1-14,MIN,UNQ,12908
2015-1-15,MIN,UNQ,10097
2015-1-16,MIN,UNQ,10207
2015-1-17,MIN,UNQ,9559
2015-1-18,MIN,UNQ,8851
2015-1-19,MIN,UNQ,12870
2015-1-20,MIN,UNQ,9325
2015-1-21,MIN,UNQ,11344
2015-1-22,MIN,UNQ,10372
2015-1-23,MIN,UNQ,11373
2015-1-24,MIN,UNQ,7426
2015-1-25,MIN,UNQ,8800
2015-1-26,MIN,UNQ,12788
2015-1-27,MIN,UNQ,13326
2015-1-28,MIN,UNQ,16388
2015-1-29,MIN,UNQ,14605
2015-1-30,MIN,UNQ,12703
2015-1-31,MIN,UNQ,14760
2015-2-1,MIN,UNQ,8956
2015-2-2,MIN,UNQ,12429
2015-2-3,MIN,UNQ,10079
2015-2-4,MIN,UNQ,15507
2015-2-5,MIN,UNQ,13643
2015-2-6,MIN,UNQ,12996
2015-2-7,MIN,UNQ,11511
2015-2-8,MIN,UNQ,15210
2015-2-9,MIN,UNQ,15400
2015-2-10,MIN,UNQ,44770
2015-2-11,MIN,UNQ,29317
2015-2-12,MIN,UNQ,11513
2015-2-13,MIN,UNQ,10984
2015-2-14,MIN,UNQ,15578
2015-2-15,MIN,UNQ,22120
2015-2-16,MIN,UNQ,15235
2015-2-17,MIN,UNQ,15701
2015-2-18,MIN,UNQ,16818
2015-2-19,MIN,UNQ,54536
2015-2-20,MIN,UNQ,65024
2015-2-21,MIN,UNQ,29130
2015-2-22,MIN,UNQ,20696
2015-2-23,MIN,UNQ,36815
2015-2-24,MIN,UNQ,52315
2015-2-25,MIN,UNQ,58748
2015-2-26,MIN,UNQ,46134
2015-2-27,MIN,UNQ,23194
2015-2-28,MIN,UNQ,19657
2015-3-1,MIN,UNQ,67347
2015-3-2,MIN,UNQ,71735
2015-3-3,MIN,UNQ,20559
2015-3-4,MIN,UNQ,17658
2015-3-5,MIN,UNQ,13390
2015-3-6,MIN,UNQ,13861
2015-3-7,MIN,UNQ,14201
2015-3-8,MIN,UNQ,14128
2015-3-9,MIN,UNQ,16272
2015-3-10,MIN,UNQ,14020
2015-3-11,MIN,UNQ,11512
2015-3-12,MIN,UNQ,9840
2015-3-13,MIN,UNQ,9915
2015-3-14,MIN,UNQ,7285
2015-3-15,MIN,UNQ,9047
2015-3-16,MIN,UNQ,12204
2015-3-17,MIN,UNQ,10011
2015-3-18,MIN,UNQ,10973
2015-3-19,MIN,UNQ,10406
2015-3-20,MIN,UNQ,8315
2015-3-21,MIN,UNQ,7869
2015-3-22,MIN,UNQ,9559
2015-3-23,MIN,UNQ,12138
2015-3-24,MIN,UNQ,17853
2015-3-25,MIN,UNQ,14017
2015-3-26,MIN,UNQ,10324
