National_Gm_Num,Network,Date,Start Time,End Time,Duration,Away Team,Home Team,National Rating,Average Viewers (000),Average Households (000)
61,ESPN,2014-12-10,0.940972222,0.041666667,145,MIA,Denver,0.9,1131,879
62,TNT,2014-12-11,0.843055556,0.947222222,150,CLE,Oklahoma City,1.8,2307,1726
63,TNT,2014-12-11,0.947222222,0.071527778,179,HOU,Sacramento,1.1,1298,1033
64,ESPN,2014-12-12,0.791666667,0.9,156,POR,Chicago,1,1206,990
65,ESPN,2014-12-12,0.9,0.014583333,165,LAL,San Antonio,1.8,2170,1657
66,NBA TV,2014-12-15,0.793055556,0.891666667,142,LAL,Indiana,0.23,155,130
67,ESPN,2014-12-16,0.836805556,0.940972222,150,GSW,Memphis,1.6,1872,1474
68,ESPN,2014-12-16,0.940972222,0.04375,148,OKC,Sacramento,1.3,1529,1197
69,ESPN,2014-12-17,0.836111111,0.940972222,151,BRK,Toronto,0.9,1044,856
70,ESPN,2014-12-17,0.940972222,0.063888889,177,HOU,Denver,1,1164,929
71,TNT,2014-12-18,0.843055556,0.946527778,149,NYK,Chicago,1.4,1748,1327
72,TNT,2014-12-18,0.946527778,0.05,149,OKC,Golden State,1.6,2029,1527
73,ESPN,2014-12-19,0.835416667,0.971527778,196,POR,San Antonio,1.4,1599,1307
74,ESPN,2014-12-19,0.971527778,0.042361111,102,OKC,L.A. Lakers,1.6,1869,1515
75,NBA TV,2014-12-21,0.75,0.858333333,156,DET,Brooklyn,0.1,104,84
76,NBA TV,2014-12-23,0.79375,0.894444444,145,MIN,Cleveland,0.5,357,282
77,ESPN,2014-12-25,0.499305556,0.6,145,WAS,New York,2.3,3042,2137
78,ABC,2014-12-25,0.601388889,0.714583333,163,OKC,San Antonio,3.3,5885,3857
79,ABC,2014-12-25,0.714583333,0.833333333,171,CLE,Miami,4.8,9328,5537
80,TNT,2014-12-25,0.843055556,0.938888889,138,LAL,Chicago,2.5,4040,2434
81,TNT,2014-12-25,0.946527778,0.054861111,156,GSW,L.A. Clippers,2.1,3076,1999
82,NBA TV,2014-12-26,0.833333333,0.959027778,181,CHA,Oklahoma City,0.59,489,335
83,NBA TV,2014-12-27,0.813888889,0.925,160,MEM,Miami,0.38,306,215
84,NBA TV,2014-12-27,0.925,0.038888889,164,NYK,Sacramento,0.43,354,248
85,NBA TV,2014-12-29,0.792361111,0.918055556,181,MIL,Charlotte,0.28,203,163
86,NBA TV,2014-12-30,0.8125,0.916666667,150,CLE,Atlanta,0.46,346,263
87,NBA TV,2015-1-2,0.813194444,0.913888889,145,DAL,Boston,0.45,356,258
88,NBA TV,2015-1-5,0.835416667,0.934722222,143,WAS,New Orleans,0.38,268,219
89,NBA TV,2015-1-5,0.934722222,0.041666667,154,OKC,Golden State,0.64,425,369
90,NBA TV,2015-1-6,0.835416667,0.936111111,145,PHX,Milwaukee,0.42,288,238
91,ESPN,2015-1-7,0.791666667,0.898611111,154,HOU,Cleveland,1.3,1413,1188
92,ESPN,2015-1-7,0.898611111,0.001388889,148,PHX,Minnesota,0.9,1073,865
93,TNT,2015-1-8,0.84375,0.948611111,151,HOU,New York,1.2,1420,1114
94,TNT,2015-1-8,0.948611111,0.046527778,141,MIA,Portland,1.2,1391,1119
95,ESPN,2015-1-9,0.836111111,0.940972222,151,CHI,Washington,1.3,1490,1203
96,ESPN,2015-1-9,0.940972222,0.04375,148,CLE,Golden State,1.5,1769,1459
97,NBA TV,2015-1-11,0.876388889,0.970138889,135,CLE,Sacramento,0.31,212,178
98,NBA TV,2015-1-12,0.813194444,0.915972222,148,NOP,Boston,0.19,155,110
99,NBA TV,2015-1-13,0.791666667,0.889583333,141,SAS,Washington,0.42,325,238
100,ESPN,2015-1-14,0.836111111,0.938888889,148,WAS,Chicago,1.2,1342,1125
101,ESPN,2015-1-14,0.938888889,0.045138889,153,LAC,Portland,1.2,1443,1163
102,NBA TV,2015-1-15,0.620833333,0.729861111,157,NYK,Milwaukee,0.14,93,79
103,TNT,2015-1-15,0.843055556,0.950694444,155,OKC,Houston,1.5,1738,1386
104,TNT,2015-1-15,0.950694444,0.056944444,153,CLE,L.A. Lakers,1.7,2022,1663
105,ESPN,2015-1-16,0.836805556,0.940972222,150,GSW,Oklahoma City,1.4,1676,1337
106,ESPN,2015-1-16,0.940972222,0.057638889,168,CLE,L.A. Clippers,1.7,1952,1609
107,NBA TV,2015-1-17,0.833333333,0.9375,150,GSW,Houston,0.43,298,246
108,ESPN,2015-1-19,0.604166667,0.704861111,145,DET,Atlanta,0.7,830,705
109,NBA TV,2015-1-19,0.708333333,0.817361111,157,DAL,Memphis,0.29,199,163
110,TNT,2015-1-19,0.8125,0.915972222,149,CHI,Cleveland,1.4,1784,1380
111,TNT,2015-1-19,0.915972222,0.026388889,159,LAL,Phoenix,1,1205,968
112,NBA TV,2015-1-20,0.815972222,0.916666667,145,OKC,Miami,0.57,388,326
113,ESPN,2015-1-21,0.836111111,0.957638889,175,OKC,Washington,1.3,1524,1245
114,ESPN,2015-1-21,0.957638889,0.046527778,128,HOU,Golden State,1.5,1592,1383
115,TNT,2015-1-22,0.833333333,0.934722222,146,SAS,Chicago,1.5,1853,1460
116,TNT,2015-1-22,0.94375,0.04375,144,BRK,L.A. Clippers,0.9,1103,897
117,ESPN,2015-1-23,0.833333333,0.935416667,147,CHI,Dallas,1.1,1215,1021
118,NBA TV,2015-1-24,0.8125,0.916666667,150,NYK,Charlotte,0.29,194,164
119,NBA TV,2015-1-24,0.916666667,0.021527778,151,WAS,Portland,0.42,276,237
120,ABC,2015-1-25,0.538194444,0.64375,152,MIA,Chicago,1.8,2587,2093
121,ABC,2015-1-25,0.64375,0.754166667,159,OKC,Cleveland,2.8,4199,3235
122,NBA TV,2015-1-25,0.834027778,0.949305556,166,WAS,Denver,0.25,164,144
123,NBA TV,2015-1-26,0.834027778,0.941666667,155,MIN,Oklahoma City,0.41,291,237
124,NBA TV,2015-1-27,0.8125,0.916666667,150,CLE,Detroit,0.55,385,314
125,NBA TV,2015-1-27,0.938194444,0.050694444,162,CHI,Golden State,0.65,440,370
126,ESPN,2015-1-28,0.836111111,0.9375,146,BRK,Atlanta,1,1145,955
127,ESPN,2015-1-28,0.9375,0.04375,153,WAS,Phoenix,1,1142,930
128,TNT,2015-1-29,0.833333333,0.939583333,153,DEN,Memphis,0.6,733,605
129,TNT,2015-1-29,0.939583333,0.063194444,178,CHI,L.A. Lakers,1,1238,963
130,ESPN,2015-1-30,0.836111111,0.940972222,151,DAL,Miami,1.1,1200,1016
131,ESPN,2015-1-30,0.940972222,0.044444444,149,CHI,Phoenix,1.1,1287,1062
132,ESPN,2015-1-31,0.875,0.984722222,158,LAC,San Antonio,1.3,1685,1257
133,NBA TV,2015-2-2,0.834722222,0.938194444,149,ATL,New Orleans,0.4,268,231
134,NBA TV,2015-2-3,0.814583333,0.90625,132,MIA,Detroit,0.34,235,192
135,NBA TV,2015-2-3,0.916666667,0.020833333,150,UTA,Portland,0.39,258,222
136,ESPN,2015-2-4,0.836111111,0.940972222,151,CHI,Houston,1,1115,918
137,ESPN,2015-2-4,0.940972222,0.046527778,152,DAL,Golden State,1.3,1425,1205
138,TNT,2015-2-5,0.833333333,0.944444444,160,LAC,Cleveland,1.6,1821,1529
139,TNT,2015-2-5,0.944444444,0.045138889,145,PHX,Portland,1.1,1228,1027
140,ESPN,2015-2-6,0.791666667,0.902777778,160,LAC,Toronto,0.8,984,788
141,ESPN,2015-2-6,0.902777778,0.997916667,137,MIA,San Antonio,1.1,1233,1043
142,NBA TV,2015-2-7,0.791666667,0.882638889,131,CHI,New Orleans,0.28,186,162
143,ABC,2015-2-8,0.538888889,0.649305556,159,LAC,Oklahoma City,1.6,2450,1916
144,ABC,2015-2-8,0.649305556,0.75,145,LAL,Cleveland,2.2,3402,2521
145,NBA TV,2015-2-8,0.791666667,0.897916667,146,SAS,Toronto,0.24,227,143
146,NBA TV,2015-2-9,0.854166667,0.961111111,154,LAC,Dallas,0.38,255,219
147,TNT,2015-2-10,0.843055556,0.95,154,HOU,Phoenix,0.7,893,709
148,TNT,2015-2-10,0.95,0.056944444,154,DEN,L.A. Lakers,0.6,727,617
149,ESPN,2015-2-11,0.836805556,0.938888889,147,MIA,Cleveland,1.4,1596,1335
150,ESPN,2015-2-11,0.938888889,0.053472222,165,HOU,L.A. Clippers,1.2,1424,1145
151,TNT,2015-2-12,0.833333333,0.939583333,153,CLE,Chicago,1.7,2097,1653
152,TNT,2015-2-19,0.84375,0.95,153,DAL,Oklahoma City,1.4,1759,1317
153,TNT,2015-2-19,0.95,0.071527778,175,SAS,L.A. Clippers,1.3,1503,1262
154,ESPN,2015-2-20,0.836111111,0.940277778,150,CLE,Washington,1.4,1643,1294
155,ESPN,2015-2-20,0.940277778,0.040277778,144,SAS,Golden State,1.6,1850,1485
156,NBA TV,2015-2-21,0.833333333,0.928472222,137,PHX,Chicago,0.47,386,270
157,NBA TV,2015-2-22,0.792361111,0.893055556,145,DEN,Oklahoma City,0.49,338,282
158,NBA TV,2015-2-22,0.893055556,0.019444444,182,BOS,L.A. Lakers,0.48,341,275
159,NBA TV,2015-2-23,0.836111111,0.938194444,147,TOR,New Orleans,0.28,228,161
160,NBA TV,2015-2-23,0.938194444,0.044444444,153,MEM,L.A. Clippers,0.44,338,250
161,NBA TV,2015-2-24,0.833333333,0.927083333,135,IND,Oklahoma City,0.47,310,269
162,ESPN,2015-2-25,0.836111111,0.943055556,154,LAC,Houston,1.1,1300,1061
163,ESPN,2015-2-25,0.943055556,0.035416667,133,SAS,Portland,1.1,1243,1050
164,TNT,2015-2-26,0.843055556,0.948611111,152,GSW,Cleveland,2.1,2644,1955
165,TNT,2015-2-26,0.948611111,0.071527778,177,OKC,Phoenix,1.3,1548,1262
166,ESPN,2015-2-27,0.836805556,0.940972222,150,MIA,New Orleans,1,1150,952
167,ESPN,2015-2-27,0.940972222,0.047222222,153,OKC,Portland,1.4,1682,1326
168,NBA TV,2015-2-28,0.875,0.979166667,150,SAS,Phoenix,0.34,229,192
169,ABC,2015-3-1,0.538888889,0.646527778,155,LAC,Chicago,1.7,2514,1981
170,ABC,2015-3-1,0.646527778,0.777777778,189,CLE,Houston,2.8,4323,3265
171,ESPN,2015-3-1,0.770833333,0.875,150,OKC,L.A. Lakers,1.1,1246,1031
172,NBA TV,2015-3-2,0.813194444,0.94375,188,PHX,Miami,0.38,261,219
173,NBA TV,2015-3-3,0.814583333,0.911805556,140,HOU,Atlanta,0.39,261,224
174,ESPN,2015-3-4,0.836805556,0.940972222,150,LAL,Miami,1,1127,978
175,ESPN,2015-3-4,0.940972222,0.063888889,177,POR,L.A. Clippers,1.2,1328,1091
176,TNT,2015-3-5,0.843055556,0.946527778,149,OKC,Chicago,1.7,2064,1617
177,TNT,2015-3-5,0.946527778,0.04375,140,DAL,Portland,1.3,1512,1252
178,ESPN,2015-3-6,0.836805556,0.955555556,171,PHX,Brooklyn,0.7,837,686
179,ESPN,2015-3-6,0.955555556,0.045833333,130,DAL,Golden State,1.1,1280,1022
180,NBA TV,2015-3-7,0.8125,0.909027778,139,PHX,Cleveland,0.38,265,220
181,ABC,2015-3-8,0.538194444,0.645138889,154,CHI,San Antonio,1.5,2264,1737
182,ABC,2015-3-8,0.645138889,0.75,151,LAC,Golden State,1.8,2847,2134
183,NBA TV,2015-3-8,0.791666667,0.892361111,145,TOR,Oklahoma City,0.59,439,340
184,NBA TV,2015-3-8,0.892361111,0.998611111,153,DAL,L.A. Lakers,0.55,359,314
185,NBA TV,2015-3-9,0.833333333,0.9375,150,MEM,Chicago,0.37,252,209
186,NBA TV,2015-3-10,0.854166667,0.961805556,155,CLE,Dallas,0.72,480,409
187,ESPN,2015-3-11,0.836111111,0.952777778,168,LAC,Oklahoma City,1.2,1281,1139
188,ESPN,2015-3-11,0.952777778,0.045833333,134,HOU,Portland,1.2,1364,1115
189,TNT,2015-3-12,0.801388889,0.911111111,158,MEM,Washington,0.6,725,613
190,TNT,2015-3-12,0.911111111,0.0375,182,CLE,San Antonio,1.8,2140,1725
191,NBA TV,2015-3-13,0.854166667,0.952777778,142,LAC,Dallas,0.3,191,169
192,NBA TV,2015-3-14,0.791666667,0.899305556,155,BOS,Indiana,0.26,180,146
193,ABC,2015-3-15,0.538194444,0.648611111,159,CHI,Oklahoma City,1.6,2274,1822
194,ABC,2015-3-15,0.648611111,0.770833333,176,HOU,L.A. Clippers,1.8,2704,2089
195,NBA TV,2015-3-15,0.750694444,0.863194444,162,CLE,Orlando,0.43,330,246
196,ESPN,2015-3-16,0.833333333,0.938888889,152,CLE,Miami,1.6,1890,1476
197,ESPN,2015-3-16,0.938888889,0.042361111,149,LAL,Golden State,1.4,1599,1291
198,NBA TV,2015-3-17,0.833333333,0.935416667,147,MIL,New Orleans,0.34,234,192
199,ESPN,2015-3-18,0.836111111,0.945833333,158,ORL,Dallas,0.8,847,728
200,ESPN,2015-3-18,0.945833333,0.044444444,142,ATL,Golden State,1.4,1581,1284
201,NBA TV,2015-3-23,0.791666667,0.904166667,162,HOU,Indiana,0.3,200,173
202,NBA TV,2015-3-23,0.938194444,0.038888889,145,WAS,Golden State,0.51,346,289
203,TNT,2015-3-24,0.842361111,0.946527778,150,SAS,Dallas,0.9,1164,890
204,TNT,2015-3-24,0.946527778,0.045833333,143,GSW,Portland,1.1,1351,1034
205,ESPN,2015-3-25,0.791666667,0.899305556,155,CHI,Toronto,0.9,953,822
206,ESPN,2015-3-25,0.899305556,0.990277778,131,OKC,San Antonio,1.3,1530,1220
207,NBA TV,2015-3-27,0.916666667,0.015277778,142,POR,Phoenix,0.19,141,111
208,ABC,2015-3-29,0.518055556,0.628472222,159,HOU,Washington,1,1343,1191
209,NBA TV,2015-3-29,0.875,0.980555556,152,OKC,Phoenix,0.38,291,220
210,NBA TV,2015-3-30,0.814583333,0.921527778,154,HOU,Toronto,0.39,227,222
211,NBA TV,2015-3-30,0.921527778,0.009027778,126,PHX,Portland,0.32,222,183
212,TNT,2015-3-31,0.843055556,0.949305556,153,SAS,Miami,1.1,1349,1079
213,TNT,2015-3-31,0.949305556,0.065972222,168,GSW,L.A. Clippers,1.4,1620,1351
214,NBA TV,2015-4-1,0.813888889,0.909722222,138,IND,Boston,0.29,191,165
215,NBA TV,2015-4-1,0.909722222,0.029861111,173,LAC,Portland,0.58,384,329
216,TNT,2015-4-2,0.843055556,0.950694444,155,MIA,Cleveland,1.6,1994,1513
217,TNT,2015-4-2,0.950694444,0.058333333,155,PHX,Golden State,1.1,1272,1029
218,ESPN,2015-4-3,0.836111111,0.943055556,154,OKC,Memphis,1.1,1377,1067
219,ESPN,2015-4-3,0.943055556,0.030555556,126,POR,L.A. Lakers,1.1,1342,1024
220,ABC,2015-4-5,0.538194444,0.659027778,174,HOU,Oklahoma City,1.9,2848,2237
221,ABC,2015-4-5,0.659027778,0.757638889,142,CHI,Cleveland,2.8,4299,3208
222,NBA TV,2015-4-5,0.791666667,0.883333333,132,GSW,San Antonio,0.59,425,338
223,NBA TV,2015-4-5,0.890972222,0.995138889,150,LAC,L.A. Lakers,0.41,295,232
224,TNT,2015-4-7,0.843055556,0.942361111,143,SAS,Oklahoma City,0.9,1217,865
225,TNT,2015-4-7,0.942361111,0.059027778,168,LAL,L.A. Clippers,0.8,958,757
226,ESPN,2015-4-8,0.791666667,0.899305556,155,BOS,Detroit,0.6,740,566
227,ESPN,2015-4-8,0.899305556,0.005555556,153,PHX,Dallas,0.9,1050,815
228,TNT,2015-4-9,0.843055556,0.947222222,150,CHI,Miami,1.3,1684,1277
229,TNT,2015-4-9,0.947222222,0.04375,139,POR,Golden State,1.5,1870,1459
230,NBA TV,2015-4-10,0.833333333,0.944444444,160,SAS,Houston,0.66,466,377
231,NBA TV,2015-4-10,0.944444444,0.0375,134,MIN,L.A. Lakers,0.32,224,179
232,NBA TV,2015-4-11,0.813194444,0.924305556,160,TOR,Miami,0.26,197,148
233,NBA TV,2015-4-11,0.924305556,0.027777778,149,MEM,L.A. Clippers,0.43,308,243
234,NBA TV,2015-4-12,0.750694444,0.858333333,155,ATL,Washington,0.3,197,172
235,NBA TV,2015-4-12,0.898611111,0.002777778,150,DAL,L.A. Lakers,0.3,205,173
236,NBA TV,2015-4-13,0.835416667,0.939583333,150,POR,Oklahoma City,0.46,311,259
237,NBA TV,2015-4-13,0.939583333,0.046527778,154,MEM,Golden State,0.6,397,340
238,TNT,2015-4-14,0.843055556,0.970833333,184,WAS,Indiana,1.1,1288,1041
239,TNT,2015-4-14,0.970833333,0.047222222,110,LAC,Phoenix,0.9,1082,866
240,ESPN,2015-4-15,0.791666667,0.899305556,155,CHA,Toronto,0.6,717,564
241,ESPN,2015-4-15,0.899305556,0,145,IND,Memphis,1.2,1281,1086
1,TNT,2013-10-29,0.839583333,0.948611111,157,CHI,Miami,4,5373,3874
2,TNT,2013-10-29,0.948611111,0.056944444,156,LAC,L.A. Lakers,2.8,3571,2731
3,NBA TV,2013-10-30,0.796527778,0.906944444,159,BRK,Cleveland,0.55,408,323
4,NBA TV,2013-10-30,0.939583333,0.046527778,154,LAL,Golden State,0.76,595,447
5,TNT,2013-10-31,0.844444444,0.953472222,157,NYK,Chicago,2.1,2643,2045
6,TNT,2013-10-31,0.953472222,0.074305556,174,GSW,L.A. Clippers,1.7,2158,1617
7,ESPN,2013-11-1,0.836111111,0.963194444,183,MIA,Brooklyn,1.9,2453,1890
8,ESPN,2013-11-1,0.963194444,0.052083333,128,SAS,L.A. Lakers,1.7,2176,1689
9,NBA TV,2013-11-2,0.813194444,0.913194444,144,CHI,Philadelphia,0.5,387,293
10,NBA TV,2013-11-3,0.791666667,0.901388889,158,PHX,Oklahoma City,0.38,348,224
11,NBA TV,2013-11-4,0.9375,0.051388889,164,HOU,L.A. Clippers,0.46,322,270
12,NBA TV,2013-11-5,0.854861111,0.951388889,139,LAL,Dallas,0.47,316,276
13,ESPN,2013-11-6,0.791666667,0.901388889,158,CHI,Indiana,1.7,1956,1614
14,ESPN,2013-11-6,0.901388889,0.004861111,149,DAL,Oklahoma City,1.7,2146,1666
15,TNT,2013-11-7,0.802777778,0.913194444,159,LAC,Miami,1.8,2404,1793
16,TNT,2013-11-7,0.913194444,0.027083333,164,LAL,Houston,1.8,2322,1731
17,NBA TV,2013-11-8,0.791666667,0.902777778,160,NYK,Charlotte,0.32,247,191
18,NBA TV,2013-11-8,0.916666667,0.014583333,141,SAC,Portland,0.4,294,238
19,NBA TV,2013-11-9,0.8125,0.916666667,150,IND,Brooklyn,0.5,347,296
20,NBA TV,2013-11-11,0.875,0.984027778,157,DEN,Utah,0.45,337,265
21,NBA TV,2013-11-12,0.9375,0.039583333,147,DET,Golden State,0.34,262,201
22,ESPN,2013-11-13,0.836805556,0.938194444,146,NYK,Atlanta,1.3,1597,1292
23,ESPN,2013-11-13,0.938194444,0.059027778,174,OKC,L.A. Clippers,1.5,1746,1503
24,TNT,2013-11-14,0.844444444,0.960416667,167,HOU,New York,1.6,2046,1590
25,TNT,2013-11-14,0.960416667,0.0625,147,OKC,Golden State,1.6,1821,1552
26,ESPN,2013-11-15,0.836111111,0.94375,155,MIN,Denver,1.1,1282,1089
27,ESPN,2013-11-15,0.94375,0.047916667,150,DET,Sacramento,1.1,1351,1072
28,NBA TV,2013-11-16,0.938194444,0.05,161,BRK,L.A. Clippers,0.3,222,177
29,NBA TV,2013-11-19,0.814583333,0.915277778,145,ATL,Miami,0.59,474,348
30,ESPN,2013-11-20,0.791666667,0.918055556,182,IND,New York,1.5,1802,1450
31,ESPN,2013-11-20,0.918055556,0.015277778,140,HOU,Dallas,1.7,2069,1689
32,TNT,2013-11-21,0.844444444,0.947916667,149,LAC,Oklahoma City,1.5,1896,1463
33,TNT,2013-11-21,0.95,0.052777778,148,CHI,Denver,1.2,1474,1189
34,ESPN,2013-11-22,0.836111111,0.943055556,154,SAS,Memphis,1.1,1395,1080
35,ESPN,2013-11-22,0.943055556,0.045138889,147,GSW,L.A. Lakers,1.4,1670,1367
36,NBA TV,2013-11-23,0.833333333,0.926388889,134,MIN,Houston,0.38,282,224
37,NBA TV,2013-11-24,0.752777778,0.842361111,129,PHX,Orlando,0.16,112,93
38,NBA TV,2013-11-25,0.875,0.997222222,176,CHI,Utah,0.2,155,118
39,NBA TV,2013-11-26,0.792361111,0.8875,137,LAL,Washington,0.51,385,304
40,ESPN,2013-11-27,0.815277778,0.925,158,MIA,Cleveland,1.5,1856,1464
41,NBA TV,2013-11-27,0.9375,0.040277778,148,NYK,L.A. Clippers,0.4,316,240
42,NBA TV,2013-11-29,0.834027778,0.95625,176,GSW,Oklahoma City,0.55,407,328
43,NBA TV,2013-11-30,0.833333333,0.928472222,137,BRK,Memphis,0.21,155,124
44,NBA TV,2013-12-2,0.791666667,0.898611111,154,ORL,Washington,0.18,121,108
45,NBA TV,2013-12-3,0.815277778,0.918055556,148,DET,Miami,0.74,526,438
46,TNT,2013-12-5,0.802777778,0.909027778,153,NYK,Brooklyn,1.2,1492,1176
47,TNT,2013-12-5,0.909027778,0.015277778,153,MIA,Chicago,1.6,2091,1525
48,ESPN,2013-12-6,0.8125,0.915972222,149,DEN,Boston,0.9,1061,861
49,NBA TV,2013-12-7,0.8125,0.923611111,160,LAC,Cleveland,0.23,169,134
50,NBA TV,2013-12-7,0.923611111,0.023611111,144,DAL,Portland,0.31,223,182
51,NBA TV,2013-12-8,0.895833333,0.997222222,146,TOR,L.A. Lakers,0.84,691,499
52,NBA TV,2013-12-9,0.833333333,0.938194444,151,ORL,Memphis,0.16,123,96
53,NBA TV,2013-12-10,0.793055556,0.9,154,MIA,Indiana,1.22,920,722
54,ESPN,2013-12-11,0.836111111,0.949305556,163,CHI,New York,1.3,1506,1253
55,ESPN,2013-12-11,0.949305556,0.043055556,135,DAL,Golden State,1.3,1492,1241
56,TNT,2013-12-12,0.844444444,0.955555556,160,LAC,Brooklyn,1.1,1244,1034
57,TNT,2013-12-12,0.955555556,0.059722222,150,HOU,Portland,1.1,1335,1092
58,ESPN,2013-12-13,0.836111111,0.942361111,153,LAL,Oklahoma City,1.4,1751,1364
59,ESPN,2013-12-13,0.942361111,0.054166667,161,HOU,Golden State,1.4,1748,1373
60,NBA TV,2013-12-14,0.8125,0.919444444,154,CLE,Miami,0.47,364,279
61,NBA TV,2013-12-16,0.8125,0.917361111,151,MIN,Boston,0.45,438,274
62,NBA TV,2013-12-17,0.876388889,0.975,142,OKC,Denver,0.62,438,369
63,ESPN,2013-12-18,0.790277778,0.905555556,166,IND,Miami,2.3,2775,2270
64,ESPN,2013-12-18,0.905555556,0.006944444,146,CHI,Houston,1.7,1970,1605
65,TNT,2013-12-19,0.844444444,0.947222222,148,CHI,Oklahoma City,1.4,1770,1381
66,TNT,2013-12-19,0.947222222,0.055555556,156,SAS,Golden State,1.3,1549,1227
67,ESPN,2013-12-20,0.836111111,0.940972222,151,HOU,Indiana,1.3,1699,1270
68,ESPN,2013-12-20,0.940972222,0.044444444,149,MIN,L.A. Lakers,1.2,1383,1117
69,NBA TV,2013-12-21,0.833333333,0.929861111,139,CLE,Chicago,0.3,253,207
70,NBA TV,2013-12-21,0.929861111,0.045833333,167,DEN,L.A. Clippers,0.4,283,234
71,NBA TV,2013-12-23,0.91875,0.029166667,159,NOP,Sacramento,0.2,182,148
72,ESPN,2013-12-25,0.499305556,0.601388889,147,CHI,Brooklyn,2,2779,1893
73,ABC,2013-12-25,0.602083333,0.713194444,160,OKC,New York,3,5451,3498
74,ABC,2013-12-25,0.713194444,0.826388889,163,MIA,L.A. Lakers,4.2,7832,4820
75,ESPN,2013-12-25,0.833333333,0.940277778,154,HOU,San Antonio,2.4,3395,2317
76,ESPN,2013-12-25,0.940277778,0.059722222,172,LAC,Golden State,2.2,2730,2137
77,TNT,2013-12-26,0.845138889,0.952083333,154,MEM,Houston,1.2,1477,1144
78,TNT,2013-12-26,0.952083333,0.074305556,176,LAC,Portland,1.3,1530,1248
79,NBA TV,2013-12-27,0.833333333,0.929861111,139,WAS,Minnesota,0.33,226,196
80,NBA TV,2013-12-28,0.790972222,0.89375,148,BRK,Indiana,0.19,311,215
81,NBA TV,2013-12-29,0.791666667,0.888194444,139,HOU,Oklahoma City,0.15,257,176
82,NBA TV,2013-12-30,0.834027778,0.94375,158,CHI,Memphis,0.15,245,176
83,NBA TV,2013-12-31,0.832638889,0.936805556,150,POR,Oklahoma City,0.45,358,269
84,NBA TV,2014-1-2,0.833333333,0.940972222,155,BRK,Oklahoma City,0.43,338,257
85,NBA TV,2014-1-3,0.833333333,0.946527778,163,NYK,Houston,0.34,265,204
86,NBA TV,2014-1-5,0.8125,0.915277778,148,NYK,Dallas,0.38,308,227
87,NBA TV,2014-1-7,0.816666667,0.913888889,140,NOP,Miami,0.49,373,293
88,ESPN,2014-1-8,0.791666667,0.898611111,154,DAL,San Antonio,1,1201,982
89,ESPN,2014-1-8,0.898611111,0.011111111,162,PHX,Minnesota,0.9,1106,898
90,TNT,2014-1-9,0.844444444,0.946527778,147,MIA,New York,2.4,3144,2368
91,TNT,2014-1-9,0.946527778,0.052083333,152,OKC,Denver,1.5,1709,1435
92,ESPN,2014-1-10,0.836111111,0.966666667,188,MIA,Brooklyn,2,2485,1906
93,ESPN,2014-1-10,0.966666667,0.052083333,123,LAL,L.A. Clippers,1.3,1524,1261
94,NBA TV,2014-1-13,0.835416667,0.946527778,160,WAS,Chicago,0.2,155,121
95,NBA TV,2014-1-14,0.795138889,0.893055556,141,SAC,Indiana,0.33,255,197
96,ESPN,2014-1-15,0.836111111,0.940972222,151,UTA,San Antonio,0.8,996,819
97,ESPN,2014-1-15,0.940972222,0.052083333,160,DEN,Golden State,1,1196,961
98,NBA TV,2014-1-16,0.625,0.719444444,136,BRK,Atlanta,0.16,96,94
99,TNT,2014-1-16,0.802777778,0.90625,149,NYK,Indiana,1.3,1634,1290
100,TNT,2014-1-16,0.90625,0.017361111,160,OKC,Houston,1.5,1915,1504
101,ESPN,2014-1-17,0.790972222,0.907638889,168,LAC,New York,1,1103,950
102,ESPN,2014-1-17,0.907638889,0.017361111,158,GSW,Oklahoma City,1.5,1721,1408
103,NBA TV,2014-1-18,0.791666667,0.897222222,152,LAC,Indiana,0.39,310,234
104,ESPN,2014-1-20,0.604166667,0.711111111,154,BRK,New York,0.9,986,827
105,NBA TV,2014-1-20,0.710416667,0.820833333,159,NOP,Memphis,0.25,179,150
106,TNT,2014-1-20,0.834027778,0.944444444,159,POR,Houston,1,1324,1005
107,TNT,2014-1-20,0.944444444,0.051388889,154,IND,Golden State,1.3,1558,1223
108,NBA TV,2014-1-21,0.813194444,0.917361111,150,BOS,Miami,0.78,603,467
109,ESPN,2014-1-22,0.833333333,0.949305556,167,OKC,San Antonio,1.5,1865,1427
110,ESPN,2014-1-22,0.949305556,0.051388889,147,IND,Phoenix,1.2,1372,1140
111,TNT,2014-1-23,0.833333333,0.94375,159,LAL,Miami,2,2651,1957
112,TNT,2014-1-23,0.94375,0.057638889,164,DEN,Portland,1.2,1474,1121
113,ESPN,2014-1-24,0.836111111,0.935416667,143,LAC,Chicago,1,1326,1009
114,NBA TV,2014-1-24,0.936111111,0.04375,155,MIN,Golden State,0.49,394,296
115,NBA TV,2014-1-25,0.793055556,0.890972222,141,CHI,Charlotte,0.32,267,194
116,NBA TV,2014-1-25,0.917361111,0.016666667,143,MIN,Portland,0.39,303,233
117,ABC,2014-1-26,0.538888889,0.64375,151,SAS,Miami,2.4,3546,2723
118,ABC,2014-1-26,0.64375,0.75,153,LAL,New York,2.8,4371,3296
119,ESPN,2014-1-26,0.769444444,0.880555556,160,BRK,Boston,1.2,1520,1125
120,NBA TV,2014-1-27,0.833333333,0.941666667,156,MIN,Chicago,0.36,261,213
