"","X","GM","DAY","DATE","ET","LOCAL","AWAY","HOME","AWAY.TV","DUR","HH.RTG","HH.SHR","HH.IMP","P2..IMP","HOME.TV","DUR.1","HH.RTG.1","HH.SHR.1","HH.IMP.1","P2..IMP.1","NAT.TV","CN.TV","Game_id","National.Rating","Average.Viewers","Average.Households","ratings"
"2648",1421,188,"Fri","2015-11-20","10:30:00 PM","7:30:00 PM","TOR","LAL","",NA,"",NA,NA,NA,"TWC SN/TWC D",150,"1.3","2","70","95","","","21500188",0,0,0,0
"2649",1422,189,"Sat","2015-11-21","5:00:00 PM","5:00:00 PM","SAC","ORL","CSN-S",150,"1",3,14,21,"FSFL",150,"1","2","14","18","","","21500189",0,0,0,0
"2650",1423,190,"Sat","2015-11-21","7:00:00 PM","7:00:00 PM","MIL","IND","FSNWI",135,"1.4",3,12,NA,"FSI",135,"2.6","4","28","","NBA TV","","21500190",0,0,0,0
"2651",1424,191,"Sat","2015-11-21","7:30:00 PM","7:30:00 PM","ATL","CLE","FSSE-ATL",135,"1.5",2,35,40,"FSO",135,"10.3","17","154","275","","","21500191",0,0,0,0
"2652",1425,192,"Sat","2015-11-21","7:30:00 PM","7:30:00 PM","WAS","DET","CSN-W+",150,"0.5",1,11,17,"FSD+",150,"1.5","2","27","39","","","21500192",0.23,175,124,0
"2653",1426,193,"Sat","2015-11-21","8:00:00 PM","8:00:00 PM","PHI","MIA","CSN-P",165,"0.9",2,27,33,"FS-SUN",180,"5.6","10","93","125","","","21500193",0,0,0,0
"2654",1427,194,"Sat","2015-11-21","8:00:00 PM","7:00:00 PM","NYK","HOU","MSG",165,"2.6",5,189,256,"ROOT-SW",165,"1.1","2","27","43","","","21500194",0,0,0,0
"2655",1428,195,"Sat","2015-11-21","8:30:00 PM","7:30:00 PM","MEM","SAS","FSSE-MEM",150,"2.1",3,13.2,NA,"FSSW-SA",150,"8.5","15","77","","","","21500195",0,0,0,0
"2656",1429,196,"Sun","2015-11-22","3:30:00 PM","12:30:00 PM","TOR","LAC","",NA,"",NA,NA,NA,"FSNP",150,"0.6","2","34","43","","","21500196",0,0,0,0
"2657",1430,197,"Sun","2015-11-22","6:00:00 PM","6:00:00 PM","BOS","BRK","CSN-NE",150,"1.9",3,45,53,"YES",150,"0.8","1","56","87","","","21500197",0,0,0,0
"2658",1431,198,"Sun","2015-11-22","6:00:00 PM","5:00:00 PM","PHX","NOP","FSA",165,"1.3",2,24,32,"FSNO",150,"0.954545455","1.363636364","6","","","","21500198",0,0,0,0
"2659",1432,199,"Sun","2015-11-22","7:00:00 PM","6:00:00 PM","DAL","OKC","FSSW-DAL",150,"1.8",3,48,67,"FSOK",150,"5.61","8.4","39.2","","","","21500199",0,0,0,0
"2660",1433,200,"Sun","2015-11-22","8:00:00 PM","6:00:00 PM","GSW","DEN","CSN-BA",150,"9.6",18,238,426,"ASE",150,"0.7","1","11","12","","","21500200",0.8,912,690,0
"2661",1434,201,"Sun","2015-11-22","9:30:00 PM","6:30:00 PM","POR","LAL","CSN-POR",150,"3.5",5,40,75,"TWC SN/TWC D",150,"1.7","3","91","130","","","21500201",0,0,0,0
"2662",1435,202,"Mon","2015-11-23","7:00:00 PM","7:00:00 PM","SAC","CHA","CSN-S",165,"1.6",3,21,28,"FSSE-CHA",150,"0.990909091","1.363636364","11.45454545","14.90909091","","","21500202",0,0,0,0
"2663",1436,203,"Mon","2015-11-23","7:00:00 PM","7:00:00 PM","ORL","CLE","FSFL",135,"1.1",2,16,19,"FSO",135,"8.6","13","128","193","","","21500203",0,0,0,0
"2664",1437,204,"Mon","2015-11-23","7:30:00 PM","7:30:00 PM","NYK","MIA","MSG",150,"2.3",3,168,219,"FS-SUN",150,"7.3","11","121","170","NBA TV","","21500204",0.34,227,184,0
"2665",1438,205,"Mon","2015-11-23","8:00:00 PM","7:00:00 PM","DET","MIL","FSD",150,"1.7",3,31,35,"FSNWI",150,"1.9","3","16","","","","21500205",0,0,0,0
"2666",1439,206,"Mon","2015-11-23","8:00:00 PM","7:00:00 PM","PHI","MIN","TCN-P",165,"1",1,29,39,"FSNN-MIN",165,"1.9","3","33","47","","","21500206",0,0,0,0
"2667",1440,207,"Mon","2015-11-23","8:30:00 PM","7:30:00 PM","PHX","SAS","FSA",135,"1.6",2,29,41,"FSSW-SA",135,"8.7","13","79","","","","21500207",0,0,0,0
"2668",1441,208,"Mon","2015-11-23","9:00:00 PM","7:00:00 PM","OKC","UTA","FSOK",150,"5.88",8.7,41.2,NA,"ROOT-RM",150,"2.69","5","23.7","","","","21500208",0,0,0,0
"2669",1442,209,"Tue","2015-11-24","7:00:00 PM","7:00:00 PM","IND","WAS","FSI",150,"4.2",7,45,NA,"CSN-W",150,"1.2","2","29","47","","","21500209",0,0,0,0
"2670",1443,210,"Tue","2015-11-24","8:00:00 PM","8:00:00 PM","BOS","ATL","",NA,"",NA,NA,NA,"",NA,"","","","","TNT","","21500210",1.1,1266,1010,0
"2671",1444,211,"Tue","2015-11-24","8:00:00 PM","7:00:00 PM","DAL","MEM","FSSW-DAL",150,"2",3,53,65,"FSSE-MEM",165,"3.063636364","4.545454545","19.36363636","","","","21500211",0,0,0,0
"2672",1445,212,"Tue","2015-11-24","9:00:00 PM","7:00:00 PM","LAC","DEN","FSNP",165,"1.5",3,82,119,"ASE",150,"1.4","2","22","27","","","21500212",0,0,0,0
"2673",1446,213,"Tue","2015-11-24","10:00:00 PM","7:00:00 PM","CHI","POR","WGN",165,"5",9,174,240,"CSN-POR",150,"4.3","7","49","73","","","21500213",0,0,0,0
"2674",1447,214,"Tue","2015-11-24","10:30:00 PM","7:30:00 PM","LAL","GSW","",NA,"",NA,NA,NA,"",NA,"","","","","TNT","","21500214",2.2,2717,2084,0
"2675",1448,215,"Wed","2015-11-25","7:00:00 PM","7:00:00 PM","WAS","CHA","CSN-W+",135,"0.4",1,9,22,"FSSE-CHA",150,"0.933333333","1.666666667","10.77777778","11","","","21500215",0,0,0,0
"2676",1449,216,"Wed","2015-11-25","7:00:00 PM","7:00:00 PM","NYK","ORL","MSG",150,"1.5",3,113,148,"FSFL",165,"1.7","3","25","37","","","21500216",0,0,0,0
"2677",1450,217,"Wed","2015-11-25","7:30:00 PM","7:30:00 PM","PHI","BOS","CSN-P",150,"1.8",3,53,68,"CSN-NE",150,"2.7","5","64","81","","","21500217",0,0,0,0
"2678",1451,218,"Wed","2015-11-25","7:30:00 PM","7:30:00 PM","MIA","DET","FS-SUN",135,"4.3",7,71,101,"FSD+",135,"1.4","2","26","34","","","21500218",0,0,0,0
"2679",1452,219,"Wed","2015-11-25","7:30:00 PM","7:30:00 PM","CLE","TOR","FSO",150,"10.1",17,151,241,"",NA,"","","","","","","21500219",0,0,0,0
"2680",1453,220,"Wed","2015-11-25","8:00:00 PM","7:00:00 PM","MEM","HOU","FSSE-MEM",150,"2.7",4.1,17.1,NA,"ROOT-SW",150,"1.7","3","40","60","NBA TV","","21500220",0.44,307,234,0
"2681",1454,221,"Wed","2015-11-25","8:00:00 PM","7:00:00 PM","SAC","MIL","CSN-S",150,"1.9",3,26,40,"FSNWI",150,"1.7","3","15","","","","21500221",0,0,0,0
"2682",1455,222,"Wed","2015-11-25","8:00:00 PM","7:00:00 PM","ATL","MIN","FSSE-ATL",150,"1.3",2,31,38,"FSNN-MIN",150,"2.9","6","51","97","","","21500222",0,0,0,0
"2683",1456,223,"Wed","2015-11-25","8:00:00 PM","7:00:00 PM","BRK","OKC","YES",135,"0.4",1,33,26,"FSOK",135,"6.477777778","11.11111111","45.33333333","","","","21500223",0,0,0,0
"2684",1457,224,"Wed","2015-11-25","8:30:00 PM","7:30:00 PM","DAL","SAS","FSSW-DAL",135,"2.1",4,55,78,"KENS",150,"15.6","27","141","","","","21500224",0,0,0,0
"2685",1458,225,"Wed","2015-11-25","9:00:00 PM","7:00:00 PM","NOP","PHX","FSNO",150,"1.77",2.8,11.1,NA,"FSA",150,"2.5","4","46","79","","","21500225",0,0,0,0
"2686",1459,226,"Wed","2015-11-25","10:30:00 PM","7:30:00 PM","UTA","LAC","ROOT-RM",150,"4.1",9.8,36.1,NA,"FSW-LAC",150,"1.6","3","88","120","","","21500226",0,0,0,0
"2687",1460,227,"Fri","2015-11-27","7:00:00 PM","7:00:00 PM","CLE","CHA","FSO",150,"9",15,134,235,"FSSE-CHA",150,"0.68","1.444444444","8","9.6","","","21500227",0,0,0,0
"2688",1461,228,"Fri","2015-11-27","7:00:00 PM","7:00:00 PM","MIL","ORL","FSNWI",150,"1.2",3,11,NA,"FSFL",150,"2.2","4","33","53","","","21500228",0.34,226,183,0
"2689",1462,229,"Fri","2015-11-27","7:30:00 PM","7:30:00 PM","WAS","BOS","CSN-W+",90,"0.4",1,9,9,"CSN-NE",150,"2.1","4","50","64","","","21500229",0,0,0,0
"2690",1463,230,"Fri","2015-11-27","7:30:00 PM","7:30:00 PM","MIA","NYK","FS-SUN",150,"5",9,84,122,"MSG",150,"2.5","5","187","249","NBA TV","","21500230",0,0,0,0
"2691",1464,231,"Fri","2015-11-27","8:00:00 PM","8:00:00 PM","CHI","IND","CSN-C",150,"2.9",5,99,171,"FSI",150,"5.4","1","58","","","","21500231",0,0,0,0
"2692",1465,232,"Fri","2015-11-27","8:00:00 PM","7:00:00 PM","PHI","HOU","CSN-P",165,"1.1",2,32,37,"ROOT-SW",165,"1.5","3","36","55","","","21500232",0,0,0,0
"2693",1466,233,"Fri","2015-11-27","8:00:00 PM","7:00:00 PM","ATL","MEM","FSSE-ATL",150,"1.1",2,25,33,"FSSE-MEM",150,"3.02","4.7","19.3","","","","21500233",0,0,0,0
"2694",1467,234,"Fri","2015-11-27","8:00:00 PM","7:00:00 PM","DET","OKC","FSD",150,"2.9",5,54,67,"FSOK",150,"7.13","11.1","50","","","","21500234",0,0,0,0
"2695",1468,235,"Fri","2015-11-27","9:00:00 PM","7:00:00 PM","SAS","DEN","FSSW-SA",135,"7.5",12,68,NA,"ASE",150,"0.6","1","10","12","","","21500235",0,0,0,0
"2696",1469,236,"Fri","2015-11-27","9:30:00 PM","7:30:00 PM","GSW","PHX","CSN-BA",150,"8.8",17,218,345,"FSA",150,"2.2","4","41","65","","","21500236",0.83,648,445,0
"2697",1470,237,"Fri","2015-11-27","10:00:00 PM","7:00:00 PM","MIN","SAC","FSNN-MIN",150,"1.9",4,32,43,"CSN-S",150,"2.3","4","31","45","","","21500237",0,0,0,0
"2698",1471,238,"Fri","2015-11-27","10:30:00 PM","7:30:00 PM","NOP","LAC","FSNO",150,"0.49",1,3,NA,"FSNP",150,"1","2","54","71","NBA TV","","21500238",0,0,0,0
"2699",1472,239,"Sat","2015-11-28","7:00:00 PM","7:00:00 PM","TOR","WAS","",NA,"",NA,NA,NA,"CSN-W",150,"0.9","2","21","34","","","21500239",0,0,0,0
"2700",1473,240,"Sat","2015-11-28","7:30:00 PM","7:30:00 PM","BRK","CLE","YES",150,"0.8",1,58,69,"FSO",150,"6.8","11","102","173","","","21500240",0,0,0,0
"2701",1474,241,"Sat","2015-11-28","8:30:00 PM","7:30:00 PM","DEN","DAL","ASE2",150,"0.47",1,7.5,13.2,"FSSW-DAL",150,"1.4","2","37","43","NBA TV","","21500241",0.22,145,118,0
"2702",1475,242,"Sat","2015-11-28","8:30:00 PM","7:30:00 PM","ATL","SAS","FSSE-ATL",150,"0.6",1,15,29,"FSSW-SA",150,"9.7","17","88","","","","21500242",0,0,0,0
"2703",1476,243,"Sat","2015-11-28","9:00:00 PM","7:00:00 PM","NOP","UTA","FSNO",150,"0.34",0.4,2.1,NA,"ROOT-RM",150,"2.52","5.5","22.4","","","","21500243",0,0,0,0
"2704",1477,244,"Sat","2015-11-28","10:00:00 PM","7:00:00 PM","LAL","POR","TWC SN/TWC D",150,"1.5",3,84,92,"KGW",150,"6.7","12","77","121","","","21500244",0,0,0,0
"2705",1478,245,"Sat","2015-11-28","10:30:00 PM","7:30:00 PM","SAC","GSW","CSN-S",135,"3.7",6,50,88,"CSN-BA",135,"8.5","16","210","350","","","21500245",0,0,0,0
"2706",1479,246,"Sun","2015-11-29","2:00:00 PM","2:00:00 PM","MIL","CHA","FSNWI",150,"0.4",1,4,NA,"FSSE-CHA",NA,"","","","","","","21500246",0,0,0,0
"2707",1480,247,"Sun","2015-11-29","3:30:00 PM","12:30:00 PM","MIN","LAC","FSNN-MIN",150,"0.6",1,10,12,"FSNP",150,"0.6","2","36","58","","","21500247",0,0,0,0
"2708",1481,248,"Sun","2015-11-29","6:00:00 PM","6:00:00 PM","DET","BRK","FSD",150,"1.4",2,26,39,"YES",150,"0.6","1","43","48","","","21500248",0,0,0,0
"2709",1482,249,"Sun","2015-11-29","6:00:00 PM","6:00:00 PM","BOS","ORL","CSN-NE",150,"0.8",1,20,27,"FSFL",150,"1.1","2","17","30","","","21500249",0,0,0,0
"2710",1483,250,"Sun","2015-11-29","6:00:00 PM","6:00:00 PM","PHX","TOR","FSA",135,"0.8",1,14,32,"",NA,"","","","","","","21500250",0,0,0,0
"2711",1484,251,"Sun","2015-11-29","6:00:00 PM","5:00:00 PM","PHI","MEM","CSN-P",150,"1.1",2,32,44,"FSSE-MEM",150,"2.08","2.9","13.3","","NBA TV","","21500251",0.18,125,98,0
"2712",1485,252,"Sun","2015-11-29","7:30:00 PM","7:30:00 PM","HOU","NYK","ROOT-SW",180,"1.5",2,36,64,"MSG",180,"2.3","3","168","219","","","21500252",0,0,0,0
"2713",1486,253,"Sun","2015-11-29","9:30:00 PM","6:30:00 PM","IND","LAL","FSI",165,"3.5",6,37,NA,"TWC SN/TWC D",165,"1.6","3","89","130","","","21500253",0,0,0,0
"2714",1487,254,"Mon","2015-11-30","7:30:00 PM","7:30:00 PM","HOU","DET","ROOT-SW",165,"1.5",2,36,48,"FSD",165,"1.6","2","29","42","","","21500254",0,0,0,0
"2715",1488,255,"Mon","2015-11-30","7:30:00 PM","7:30:00 PM","BOS","MIA","CSN-NE",150,"2.2",3,53,69,"FS-SUN",150,"5.4","8","89","113","","","21500255",0,0,0,0
"2716",1489,256,"Mon","2015-11-30","8:00:00 PM","8:00:00 PM","OKC","ATL","FSOK",150,"5.91",8.7,41.6,NA,"FSSE-ATL",150,"1.9","3","44","56","","","21500256",0,0,0,0
"2717",1490,257,"Mon","2015-11-30","8:00:00 PM","7:00:00 PM","SAS","CHI","FSSW-SA",135,"9.2",14,84,NA,"CSN-C",150,"3.8","6","131","185","NBA TV","","21500257",0.46,329,250,0
"2718",1491,258,"Mon","2015-11-30","8:00:00 PM","7:00:00 PM","DEN","MIL","ASE",150,"0.3",1,5,5,"FSNWI",150,"2.1","3","18","","","","21500258",0,0,0,0
"2719",1492,259,"Mon","2015-11-30","9:00:00 PM","7:00:00 PM","GSW","UTA","CSN-BA",150,"9.3",17,232,355,"ROOT-RM",150,"7.24","13.7","64.2","","","","21500259",0,0,0,0
"2720",1493,260,"Mon","2015-11-30","10:00:00 PM","7:00:00 PM","DAL","SAC","FSSW-DAL",150,"1.4",3,38,36,"CSN-S",150,"1.6","2","21","28","","","21500260",0,0,0,0
"2721",1494,261,"Mon","2015-11-30","10:30:00 PM","7:30:00 PM","POR","LAC","CSN-POR",150,"3.3",5,37,52,"FSNP",165,"1.7","3","92","124","","","21500261",0,0,0,0
"2722",1495,262,"Tue","2015-12-1","7:00:00 PM","7:00:00 PM","WAS","CLE","CSN-W",150,"1.9",3,46,78,"FSO",150,"9.3","14","139","202","NBA TV","","21500262",0.55,364,298,0
"2723",1496,263,"Tue","2015-12-1","7:00:00 PM","7:00:00 PM","LAL","PHI","TWC SN/TWC D",150,"2.4",6,130,165,"CSN-P",150,"2.8","4","81","115","","","21500263",0,0,0,0
"2724",1497,264,"Tue","2015-12-1","7:30:00 PM","7:30:00 PM","PHX","BRK","FSA",135,"2.3",4,43,59,"YES",150,"0.8","1","58","68","","","21500264",0,0,0,0
"2725",1498,265,"Tue","2015-12-1","8:00:00 PM","7:00:00 PM","ORL","MIN","FSFL",150,"1.7",3,26,34,"FSNN-MIN",150,"1.6","3","28","49","","","21500265",0,0,0,0
"2726",1499,266,"Tue","2015-12-1","8:00:00 PM","7:00:00 PM","MEM","NOP","FSSE-MEM",150,"3.21",4.4,20.6,NA,"FSNO",150,"1.18","1.8","7.5","","","","21500266",0,0,0,0
"2727",1500,267,"Tue","2015-12-1","10:00:00 PM","7:00:00 PM","DAL","POR","FSSW-DAL",165,"2.3",4,62,61,"CSN-POR",150,"3.9","7","44","63","NBA TV","","21500267",0.44,282,238,0
"2728",1501,268,"Wed","2015-12-2","7:00:00 PM","7:00:00 PM","GSW","CHA","CSN-BA",135,"7",17,173,247,"FSSE-CHA",150,"2.833333333","4.222222222","33","40.11111111","","","21500268",0,0,0,0
"2729",1502,269,"Wed","2015-12-2","7:00:00 PM","7:00:00 PM","LAL","WAS","TWC SN/TWC D",150,"1.4",3,79,82,"CSN-W",150,"1.3","2","31","50","","","21500269",0,0,0,0
"2730",1503,270,"Wed","2015-12-2","7:30:00 PM","7:30:00 PM","PHX","DET","FSA",180,"2",3,36,57,"FSD",180,"1.5","2","28","38","","","21500270",0,0,0,0
"2731",1504,271,"Wed","2015-12-2","7:30:00 PM","7:30:00 PM","PHI","NYK","CSN-P",150,"1.2",2,34,45,"MSG",150,"2.2","3","162","196","","","21500271",0,0,0,0
"2732",1505,272,"Wed","2015-12-2","8:00:00 PM","8:00:00 PM","TOR","ATL","",NA,"",NA,NA,NA,"FSSE-ATL",135,"1.2","2","30","44","","","21500272",0,0,0,0
"2733",1506,273,"Wed","2015-12-2","8:00:00 PM","7:00:00 PM","DEN","CHI","ASE",150,"0.8",1,13,19,"CSN-C",150,"3.5","5","120","174","","","21500273",0,0,0,0
"2734",1507,274,"Wed","2015-12-2","8:00:00 PM","7:00:00 PM","NOP","HOU","FSNO",150,"1.55",2.3,9.8,NA,"ROOT-SW",165,"1.5","2","36","44","NBA TV","","21500274",0.41,254,222,0
"2735",1508,275,"Wed","2015-12-2","8:30:00 PM","7:30:00 PM","MIL","SAS","FSNWI",135,"2.5",4,22,NA,"FSSW-SA",135,"9.4","15","85","","","","21500275",0,0,0,0
"2736",1509,276,"Wed","2015-12-2","10:30:00 PM","7:30:00 PM","IND","LAC","FSI",165,"4",9,43,NA,"FSNP",165,"1.5","3","85","98","","","21500276",0.5,349,271,0
"2737",1510,277,"Thu","2015-12-3","7:00:00 PM","7:00:00 PM","OKC","MIA","FSOK",165,"3.6",6,25.09090909,NA,"",NA,"","","","","TNT","","21500277",0.9,1041,875,0
"2738",1511,278,"Thu","2015-12-3","7:30:00 PM","7:30:00 PM","DEN","TOR","ASE2",165,"0.472727273",1.375,7.545454545,11.36363636,"",NA,"","","","","","","21500278",0,0,0,0
"2739",1512,279,"Thu","2015-12-3","9:00:00 PM","7:00:00 PM","ORL","UTA","FSFL",150,"1.4",2,21,30,"ROOT-RM",150,"4.06","8.2","35.9","","","","21500279",0,0,0,0
"2740",1513,280,"Thu","2015-12-3","9:30:00 PM","8:30:00 PM","SAS","MEM","FSSW-SA",165,"6.7",12,61,NA,"",NA,"","","","","TNT","","21500280",0.7,841,668,0
"2741",1514,281,"Thu","2015-12-3","10:00:00 PM","7:00:00 PM","IND","POR","FSI",135,"2.5",5,26,NA,"CSN-POR",150,"2.9","5","33","45","","","21500281",0,0,0,0
"2742",1515,282,"Thu","2015-12-3","10:00:00 PM","9:00:00 PM","BOS","SAC","CSN-NE",150,"1.3",3,30,38,"CSN-S",150,"1.4","2","19","30","","","21500282",0,0,0,0
"2743",1516,283,"Fri","2015-12-4","7:00:00 PM","7:00:00 PM","BRK","NYK","YES",150,"0.4",1,31,35,"MSG",150,"2.2","4","165","209","ESPN","","21500283",0.9,1108,854,0
"2744",1517,284,"Fri","2015-12-4","7:00:00 PM","7:00:00 PM","PHX","WAS","FSA",150,"1.9",4,35,43,"CSN-W",150,"1.1","2","26","40","","","21500284",0,0,0,0
"2745",1518,285,"Fri","2015-12-4","7:30:00 PM","7:30:00 PM","MIL","DET","FSNWI",150,"1.6",3,15,NA,"FSD",150,"2.2","3","39","50","","","21500285",0,0,0,0
"2746",1519,286,"Fri","2015-12-4","8:00:00 PM","8:00:00 PM","LAL","ATL","TWC SN/TWC D",135,"1.6",3,90,118,"FSSE-ATL",135,"1.8","3","44","58","","","21500286",0,0,0,0
"2747",1520,287,"Fri","2015-12-4","8:30:00 PM","7:30:00 PM","HOU","DAL","ROOT-SW",150,"1.1",2,25,28,"FSSW-DAL",150,"1.9","3","50","53","","","21500287",0,0,0,0
"2748",1521,288,"Fri","2015-12-4","9:30:00 PM","8:30:00 PM","CLE","NOP","FSO",180,"6.1",11,91,127,"FSNO",195,"0.961538462","1.692307692","6.153846154","","ESPN","","21500288",1.6,2145,1506,0
"2749",1522,289,"Sat","2015-12-5","1:00:00 PM","1:00:00 PM","DEN","PHI","ASE",150,"0.3",1,5,7,"CSN-P",150,"0.3","1","8","8","","","21500289",0,0,0,0
"2750",1523,290,"Sat","2015-12-5","5:00:00 PM","5:00:00 PM","GSW","TOR","CSN-BA",165,"9.2",25,229,344,"",NA,"","","","","","","21500290",0,0,0,0
"2751",1524,291,"Sat","2015-12-5","8:00:00 PM","8:00:00 PM","CLE","MIA","FSO",150,"4.7",7,70,114,"FS-SUN",165,"6","10","99","152","NBA TV","","21500291",0.45,291,241,0
"2752",1525,292,"Sat","2015-12-5","8:00:00 PM","7:00:00 PM","CHA","CHI","FSSE-CHA",150,"0.63",0.8,7.3,9.5,"WGN",150,"5.1","9","178","225","","","21500292",0,0,0,0
"2753",1526,293,"Sat","2015-12-5","8:00:00 PM","7:00:00 PM","SAC","HOU","CSN-S",135,"1.1",2,15,22,"ROOT-SW",150,"0.8","2","20","31","","","21500293",0,0,0,0
"2754",1527,294,"Sat","2015-12-5","8:00:00 PM","7:00:00 PM","POR","MIN","KGW",150,"5.1",10,57,75,"FSNN-MIN+",165,"0.7","1","12","14","","","21500294",0,0,0,0
"2755",1528,295,"Sat","2015-12-5","8:30:00 PM","7:30:00 PM","NYK","MIL","MSG",150,"1.9",3,142,171,"FSNWI",150,"1.6","3","14","","","","21500295",0,0,0,0
"2756",1529,296,"Sat","2015-12-5","8:30:00 PM","7:30:00 PM","BOS","SAS","CSN-NE",150,"1.2",2,29,39,"FSSW-SA",150,"8.7","16","79","","","","21500296",0,0,0,0
"2757",1530,297,"Sat","2015-12-5","9:00:00 PM","7:00:00 PM","IND","UTA","FSI",195,"3.3",6,36,NA,"ROOT-RM",195,"2.769230769","5.692307692","24.46153846","","","","21500297",0,0,0,0
"2758",1531,298,"Sat","2015-12-5","10:30:00 PM","7:30:00 PM","ORL","LAC","FSFL",150,"0.7",2,11,14,"FSNP",150,"1","2","55","67","","","21500298",0,0,0,0
"2759",1532,299,"Sun","2015-12-6","3:30:00 PM","2:30:00 PM","PHX","MEM","FSA",150,"1",2,19,39,"FSSE-MEM",150,"1.28","2.1","8.1","","","","21500299",0,0,0,0
"2760",1533,300,"Sun","2015-12-6","6:00:00 PM","6:00:00 PM","GSW","BRK","CSN-BA",150,"8.8",20,219,355,"YES",150,"1.1","2","81","91","","","21500300",0,0,0,0
"2761",1534,301,"Sun","2015-12-6","6:00:00 PM","6:00:00 PM","LAL","DET","TWC SN/TWC D",150,"1",2,54,49,"FSD",150,"1.6","2","30","53","","","21500301",0,0,0,0
"2762",1535,302,"Sun","2015-12-6","6:00:00 PM","6:00:00 PM","DAL","WAS","FSSW-DAL",150,"0.6",1,15,17,"CSN-W",150,"0.8","1","20","35","","","21500302",0,0,0,0
"2763",1536,303,"Sun","2015-12-6","7:00:00 PM","6:00:00 PM","SAC","OKC","CSN-S",165,"1.2",2,16,22,"FSOK",150,"5.963636364","9.363636364","41.81818182","","","","21500303",0,0,0,0
"2764",1537,304,"Mon","2015-12-7","7:00:00 PM","7:00:00 PM","DET","CHA","FSD",150,"1.4",2,25,34,"FSSE-CHA",150,"1","1.5","11.7","14","","","21500304",0,0,0,0
"2765",1538,305,"Mon","2015-12-7","7:00:00 PM","7:00:00 PM","SAS","PHI","FSSW-SA",150,"6.6",11,60,NA,"CSN-P",150,"0.4","1","12","11","","","21500305",0,0,0,0
"2766",1539,306,"Mon","2015-12-7","7:30:00 PM","7:30:00 PM","WAS","MIA","CSN-W",150,"0.5",1,12,25,"FS-SUN",165,"5.5","8","91","125","","","21500306",0,0,0,0
"2767",1540,307,"Mon","2015-12-7","7:30:00 PM","7:30:00 PM","DAL","NYK","FSSW-DAL",150,"1",2,26,36,"MSG",150,"2","3","144","170","","","21500307",0,0,0,0
"2768",1541,308,"Mon","2015-12-7","7:30:00 PM","7:30:00 PM","LAL","TOR","TWC SN/TWC D",150,"1.2",2,63,89,"",NA,"","","","","","","21500308",0,0,0,0
"2769",1542,309,"Mon","2015-12-7","8:00:00 PM","7:00:00 PM","PHX","CHI","FSA",150,"1.5",2,27,36,"CSN-C",150,"3.5","5","121","160","","","21500309",0,0,0,0
"2770",1543,310,"Mon","2015-12-7","8:00:00 PM","7:00:00 PM","POR","MIL","CSN-POR",150,"2",3,23,31,"FSNWI",165,"2.6","4","23","","","","21500310",0,0,0,0
"2771",1544,311,"Mon","2015-12-7","8:00:00 PM","7:00:00 PM","LAC","MIN","FSNP",180,"1.2",2,68,94,"FSNN-MIN",180,"2","3","34","43","","","21500311",0,0,0,0
"2772",1545,312,"Mon","2015-12-7","8:00:00 PM","7:00:00 PM","BOS","NOP","CSN-NE",135,"1.9",3,46,57,"FSNO",150,"1.04","1.444444444","6.7","","NBA TV","","21500312",0.21,136,112,0
"2773",1546,313,"Tue","2015-12-8","7:00:00 PM","7:00:00 PM","POR","CLE","CSN-POR",150,"2.2",4,24,35,"FSO",150,"10","15","150","234","NBA TV","","21500313",0,0,0,0
"2774",1547,314,"Tue","2015-12-8","7:00:00 PM","7:00:00 PM","GSW","IND","CSN-BA",150,"8.8",23,218,296,"FSI",150,"6.3","10","68","","","","21500314",1.18,823,635,0
"2775",1548,315,"Tue","2015-12-8","7:30:00 PM","7:30:00 PM","HOU","BRK","ROOT-SW",150,"1.7",3,40,55,"YES",150,"0.8","1","56","49","","","21500315",0,0,0,0
"2776",1549,316,"Tue","2015-12-8","8:00:00 PM","7:00:00 PM","OKC","MEM","FSOK",150,"7.74",11.7,54.2,NA,"FSSE-MEM",150,"2.57","3.7","16.4","","","","21500316",0,0,0,0
"2777",1550,317,"Tue","2015-12-8","9:00:00 PM","7:00:00 PM","ORL","DEN","FSFL",135,"1.3",2,20,28,"ASE",135,"1.1","2","17","19","","","21500317",0,0,0,0
"2778",1551,318,"Tue","2015-12-8","10:00:00 PM","7:00:00 PM","UTA","SAC","ROOT-RM",150,"2.84",5.8,25,NA,"CSN-S",150,"1.7","3","24","38","NBA TV","","21500318",0.49,342,262,0
"2779",1552,319,"Wed","2015-12-9","7:00:00 PM","7:00:00 PM","CHI","BOS","CSN-C",150,"2.2",4,75,96,"CSN-NE",165,"2.5","4","61","78","ESPN","","21500319",1.1,1226,980,0
"2780",1553,320,"Wed","2015-12-9","7:00:00 PM","7:00:00 PM","MIA","CHA","FS-SUN",135,"3.9",7,64,89,"FSSE-CHA",150,"1.677777778","2.666666667","19.66666667","26.22222222","","","21500320",0,0,0,0
"2781",1554,321,"Wed","2015-12-9","7:00:00 PM","7:00:00 PM","HOU","WAS","ROOT-SW",165,"1.5",3,36,48,"CSN-W",150,"0.7","1","18","44","","","21500321",0,0,0,0
"2782",1555,322,"Wed","2015-12-9","7:30:00 PM","7:30:00 PM","MEM","DET","FSSE-MEM",150,"1.85",2.7,11.7,NA,"FSD",150,"1.9","3","35","45","","","21500322",0,0,0,0
