Season,Home,Away,Date,Attendance,Capacity
2013,NOP,BRK,2014-3-24,14599,16867
2013,CHA,HOU,2014-3-24,15511,19077
2013,UTA,DET,2014-3-24,17595,19911
2013,MEM,MIN,2014-3-24,17784,18119
2013,SAS,PHI,2014-3-24,17798,18418
2013,OKC,DEN,2014-3-24,18203,18203
2013,LAC,MIL,2014-3-24,19060,19060
2013,MIA,POR,2014-3-24,20030,19600
2013,CHI,IND,2014-3-24,21803,20917
2013,CLE,TOR,2014-3-25,15497,20562
2013,ORL,POR,2014-3-25,17896,18846
2013,LAL,NYK,2014-3-25,18997,18997
2013,DAL,OKC,2014-3-25,19607,19200
2013,MIN,ATL,2014-3-26,11632,19356
2013,SAC,NYK,2014-3-26,15594,17317
2013,CHA,BRK,2014-3-26,15943,19077
2013,DET,CLE,2014-3-26,15979,19971
2013,NOP,LAC,2014-3-26,16363,16867
2013,SAS,DEN,2014-3-26,17949,18418
2013,IND,MIA,2014-3-26,18165,18165
2013,BOS,TOR,2014-3-26,18341,18624
2013,WAS,PHX,2014-3-26,18805,20356
2013,UTA,MEM,2014-3-26,19081,19911
2013,ATL,POR,2014-3-27,13228,18047
2013,MIL,LAL,2014-3-27,15439,18717
2013,HOU,PHI,2014-3-27,18334,18055
2013,DAL,LAC,2014-3-27,19912,19200
2013,ORL,CHA,2014-3-28,16003,18846
2013,MIN,LAL,2014-3-28,16442,19356
2013,PHX,NYK,2014-3-28,17106,19023
2013,NOP,UTA,2014-3-28,17699,16867
2013,BRK,CLE,2014-3-28,17732,17732
2013,OKC,SAC,2014-3-28,18203,18203
2013,DEN,SAS,2014-3-28,19155,19155
2013,GSW,MEM,2014-3-28,19596,19596
2013,WAS,IND,2014-3-28,19708,20356
2013,TOR,BOS,2014-3-28,19800,19800
2013,DET,MIA,2014-3-28,21231,19971
2013,CHI,POR,2014-3-28,22055,20917
2013,PHI,DET,2014-3-29,17438,20328
2013,MIL,MIA,2014-3-29,17986,18717
2013,WAS,ATL,2014-3-29,17996,20356
2013,HOU,LAC,2014-3-29,18337,18055
2013,SAS,NOP,2014-3-29,18581,18418
2013,DAL,SAC,2014-3-29,20210,19200
2013,ORL,TOR,2014-3-30,16018,18846
2013,CLE,IND,2014-3-30,17147,20562
2013,BRK,MIN,2014-3-30,17732,17732
2013,OKC,UTA,2014-3-30,18203,18203
2013,LAL,PHX,2014-3-30,18355,18997
2013,BOS,CHI,2014-3-30,18624,18624
2013,GSW,NYK,2014-3-30,19596,19596
2013,POR,MEM,2014-3-30,19994,21538
2013,ATL,PHI,2014-3-31,11096,18047
2013,MIN,LAC,2014-3-31,12172,19356
2013,DET,MIL,2014-3-31,13062,19971
2013,DEN,MEM,2014-3-31,14570,19155
2013,CHA,WAS,2014-3-31,14894,19077
2013,NOP,SAC,2014-3-31,15548,16867
2013,IND,SAS,2014-3-31,18165,18165
2013,UTA,NYK,2014-3-31,18653,19911
2013,MIA,TOR,2014-3-31,19831,19600
2013,CHI,BOS,2014-3-31,21494,20917
2013,BRK,HOU,2014-4-1,17732,17732
2013,LAL,POR,2014-4-1,18110,18997
2013,DAL,GSW,2014-4-1,20423,19200
2013,MIN,MEM,2014-4-2,12009,19356
2013,PHI,CHA,2014-4-2,12136,20328
2013,DEN,NOP,2014-4-2,14783,19155
2013,PHX,LAC,2014-4-2,16091,19023
2013,ORL,CLE,2014-4-2,16092,18846
2013,ATL,CHI,2014-4-2,17029,18047
2013,SAC,LAL,2014-4-2,17317,17317
2013,WAS,BOS,2014-4-2,17770,20356
2013,IND,DET,2014-4-2,18165,18165
2013,TOR,HOU,2014-4-2,18294,19800
2013,SAS,GSW,2014-4-2,18581,18418
2013,MIA,MIL,2014-4-2,19609,19600
2013,NYK,BRK,2014-4-2,19812,19812
2013,OKC,SAS,2014-4-3,18203,18203
2013,LAC,DAL,2014-4-3,19222,19060
2013,ATL,CLE,2014-4-4,16210,18047
2013,BRK,DET,2014-4-4,16754,17732
2013,MEM,DEN,2014-4-4,17011,18119
2013,CHA,ORL,2014-4-4,17708,19077
2013,HOU,OKC,2014-4-4,18407,18055
2013,BOS,PHI,2014-4-4,18624,18624
2013,LAL,DAL,2014-4-4,18997,18997
2013,GSW,SAC,2014-4-4,19596,19596
2013,MIA,MIN,2014-4-4,19661,19600
2013,UTA,NOP,2014-4-4,19681,19911
2013,TOR,IND,2014-4-4,19800,19800
2013,NYK,WAS,2014-4-4,19812,19812
2013,POR,PHX,2014-4-4,20089,21538
2013,CHI,MIL,2014-4-4,21996,20917
2013,PHI,BRK,2014-4-5,16133,20328
2013,MIL,TOR,2014-4-5,16310,18717
2013,ORL,MIN,2014-4-5,16992,18846
2013,CLE,CHA,2014-4-5,18179,20562
2013,DET,BOS,2014-4-5,19558,19971
2013,WAS,CHI,2014-4-5,19661,20356
2013,SAC,DAL,2014-4-6,17023,17317
2013,IND,ATL,2014-4-6,18165,18165
2013,HOU,DEN,2014-4-6,18325,18055
2013,PHX,OKC,2014-4-6,18422,19023
2013,SAS,MEM,2014-4-6,18581,18418
2013,LAC,LAL,2014-4-6,19239,19060
2013,GSW,UTA,2014-4-6,19596,19596
2013,MIA,NYK,2014-4-6,19647,19600
2013,POR,NOP,2014-4-6,20036,21538
2013,MIN,SAS,2014-4-8,10117,19356
2013,ATL,DET,2014-4-8,10587,18047
2013,SAC,OKC,2014-4-8,16696,17317
2013,UTA,DAL,2014-4-8,18102,19911
2013,LAL,HOU,2014-4-8,18131,18997
2013,MIA,BRK,2014-4-8,19600,19600
2013,MIL,IND,2014-4-9,13139,18717
2013,MIN,CHI,2014-4-9,13447,19356
2013,ATL,BOS,2014-4-9,13868,18047
2013,DEN,HOU,2014-4-9,15322,19155
2013,CLE,DET,2014-4-9,15979,20562
2013,ORL,BRK,2014-4-9,16085,18846
2013,NOP,PHX,2014-4-9,16256,16867
2013,WAS,CHA,2014-4-9,17784,20356
2013,MEM,MIA,2014-4-9,18119,18119
2013,TOR,PHI,2014-4-9,18789,19800
2013,LAC,OKC,2014-4-9,19459,19060
2013,POR,SAC,2014-4-9,20002,21538
2013,GSW,DEN,2014-4-10,19596,19596
2013,DAL,SAS,2014-4-10,20324,19200
2013,MIL,CLE,2014-4-11,13126,18717
2013,MIN,HOU,2014-4-11,16689,19356
2013,ORL,WAS,2014-4-11,17009,18846
2013,MEM,PHI,2014-4-11,17456,18119
2013,BRK,ATL,2014-4-11,17732,17732
2013,OKC,NOP,2014-4-11,18203,18203
2013,SAS,PHX,2014-4-11,18581,18418
2013,BOS,CHA,2014-4-11,18624,18624
2013,LAL,GSW,2014-4-11,18997,18997
2013,UTA,POR,2014-4-11,19248,19911
2013,TOR,NYK,2014-4-11,19800,19800
2013,MIA,IND,2014-4-11,20300,19600
2013,CHI,DET,2014-4-11,22219,20917
2013,CHA,PHI,2014-4-12,17140,19077
2013,WAS,MIL,2014-4-12,17278,20356
2013,HOU,NOP,2014-4-12,18372,18055
2013,CLE,BOS,2014-4-12,18456,20562
2013,DEN,UTA,2014-4-12,18832,19155
2013,LAC,SAC,2014-4-12,19060,19060
2013,ATL,MIA,2014-4-12,19287,18047
2013,DAL,PHX,2014-4-12,20413,19200
2013,DET,TOR,2014-4-13,16944,19971
2013,SAC,MIN,2014-4-13,16965,17317
2013,BRK,ORL,2014-4-13,17732,17732
2013,IND,OKC,2014-4-13,18165,18165
2013,LAL,MEM,2014-4-13,18997,18997
2013,NYK,CHI,2014-4-13,19812,19812
2013,POR,GSW,2014-4-13,19995,21538
2013,ATL,CHA,2014-4-14,11918,18047
2013,NOP,OKC,2014-4-14,17024,16867
2013,PHI,BOS,2014-4-14,17822,20328
2013,HOU,SAS,2014-4-14,18406,18055
2013,PHX,MEM,2014-4-14,18422,19023
2013,TOR,MIL,2014-4-14,18821,19800
2013,GSW,MIN,2014-4-14,19596,19596
2013,UTA,LAL,2014-4-14,19911,19911
2013,WAS,MIA,2014-4-14,20356,20356
2013,CHI,ORL,2014-4-14,22087,20917
2013,BRK,NYK,2014-4-15,17732,17732
2013,LAC,DEN,2014-4-15,19330,19060
2013,MIL,ATL,2014-4-16,13111,18717
2013,MIN,UTA,2014-4-16,14155,19356
2013,DEN,GSW,2014-4-16,17232,19155
2013,SAC,PHX,2014-4-16,17317,17317
2013,MEM,DAL,2014-4-16,17323,18119
2013,NOP,HOU,2014-4-16,17421,16867
2013,CHA,CHI,2014-4-16,17627,19077
2013,OKC,DET,2014-4-16,18203,18203
2013,SAS,LAL,2014-4-16,18581,18418
2013,BOS,WAS,2014-4-16,18624,18624
2013,ORL,IND,2014-4-16,18846,18846
2013,NYK,TOR,2014-4-16,19812,19812
2013,CLE,BRK,2014-4-16,19842,20562
2013,POR,LAC,2014-4-16,20021,21538
2013,MIA,PHI,2014-4-16,20350,19600
2014,NOP,ORL,2014-10-28,17097,16867
2014,LAL,HOU,2014-10-28,18997,18997
2014,SAS,DAL,2014-10-28,19615,18418
2014,DEN,DET,2014-10-29,17136,19155
2014,SAC,GSW,2014-10-29,17317,17317
2014,PHX,LAL,2014-10-29,17523,19023
2014,MEM,MIN,2014-10-29,17731,18119
2014,IND,PHI,2014-10-29,18165,18165
2014,BOS,BRK,2014-10-29,18624,18624
2014,CHA,MIL,2014-10-29,19439,19077
2014,POR,OKC,2014-10-29,19441,19393
2014,MIA,WAS,2014-10-29,19744,19600
2014,TOR,ATL,2014-10-29,19800,19800
2014,NYK,CHI,2014-10-29,19812,19812
2014,UTA,HOU,2014-10-29,19911,19911
2014,MIN,DET,2014-10-30,18296,19356
2014,ORL,WAS,2014-10-30,18846,18846
2014,LAC,OKC,2014-10-30,19060,19060
2014,DAL,UTA,2014-10-30,19697,19200
2014,CLE,NYK,2014-10-30,20562,20562
2014,IND,MEM,2014-10-31,14441,18165
2014,SAC,POR,2014-10-31,14648,17317
2014,PHX,SAS,2014-10-31,15050,19023
2014,MIL,PHI,2014-10-31,18717,18717
2014,LAL,LAC,2014-10-31,18997,18997
2014,CHI,CLE,2014-10-31,22879,20917
2014,NOP,DAL,2014-11-1,14547,16867
2014,ORL,TOR,2014-11-1,16141,18846
2014,UTA,PHX,2014-11-1,17721,19911
2014,WAS,MIL,2014-11-1,17992,20356
2014,CHA,MEM,2014-11-1,18133,19077
2014,OKC,DEN,2014-11-1,18203,18203
2014,HOU,BOS,2014-11-1,18309,18055
2014,ATL,IND,2014-11-1,19118,18047
2014,MIN,CHI,2014-11-1,19356,19356
2014,GSW,LAL,2014-11-1,19596,19596
2014,PHI,MIA,2014-11-1,19753,20328
2014,DET,BRK,2014-11-1,19904,19971
2014,LAC,SAC,2014-11-2,19060,19060
2014,POR,GSW,2014-11-2,19441,19393
2014,MIA,TOR,2014-11-2,19666,19600
2014,NYK,CHA,2014-11-2,19812,19812
2014,DEN,SAC,2014-11-3,12516,19155
2014,PHI,HOU,2014-11-3,12896,20328
2014,MEM,NOP,2014-11-3,15302,18119
2014,BRK,OKC,2014-11-3,17732,17732
2014,LAC,UTA,2014-11-3,19060,19060
2014,DAL,BOS,2014-11-3,19948,19200
2014,NOP,CHA,2014-11-4,14840,16867
2014,IND,MIL,2014-11-4,15012,18165
2014,TOR,OKC,2014-11-4,18877,19800
2014,LAL,PHX,2014-11-4,18997,18997
2014,POR,CLE,2014-11-4,19441,19393
2014,MIA,HOU,2014-11-4,19666,19600
2014,NYK,WAS,2014-11-4,19812,19812
2014,CHI,ORL,2014-11-4,21809,20917
2014,DET,NYK,2014-11-5,11915,19971
2014,PHI,ORL,2014-11-5,12111,20328
2014,MIL,CHI,2014-11-5,13098,18717
2014,SAC,DEN,2014-11-5,14539,17317
2014,WAS,IND,2014-11-5,15268,20356
2014,PHX,MEM,2014-11-5,15377,19023
2014,CHA,MIA,2014-11-5,15874,19077
2014,BOS,TOR,2014-11-5,16249,18624
2014,BRK,MIN,2014-11-5,16302,17732
2014,SAS,ATL,2014-11-5,18581,18418
2014,GSW,LAC,2014-11-5,19596,19596
2014,UTA,CLE,2014-11-5,19911,19911
2014,HOU,SAS,2014-11-6,18311,18055
2014,POR,DAL,2014-11-6,19441,19393
2014,PHX,SAC,2014-11-7,15476,19023
2014,CHA,ATL,2014-11-7,15891,19077
2014,DET,MIL,2014-11-7,16102,19971
2014,ORL,MIN,2014-11-7,16379,18846
2014,PHI,CHI,2014-11-7,16820,20328
2014,BOS,IND,2014-11-7,17122,18624
2014,BRK,NYK,2014-11-7,17732,17732
2014,OKC,MEM,2014-11-7,18203,18203
2014,UTA,DAL,2014-11-7,18419,19911
2014,DEN,CLE,2014-11-7,19623,19155
2014,TOR,WAS,2014-11-7,19800,19800
2014,MIL,MEM,2014-11-8,13841,18717
2014,IND,WAS,2014-11-8,17302,18165
2014,ATL,NYK,2014-11-8,17521,18047
2014,HOU,GSW,2014-11-8,18312,18055
2014,SAS,NOP,2014-11-8,18581,18418
2014,LAC,POR,2014-11-8,19060,19060
2014,MIA,MIN,2014-11-8,19735,19600
2014,CHI,BOS,2014-11-8,22104,20917
2014,DET,UTA,2014-11-9,12888,19971
2014,PHX,GSW,2014-11-9,16046,19023
2014,BRK,ORL,2014-11-9,16127,17732
2014,OKC,SAC,2014-11-9,18203,18203
2014,TOR,PHI,2014-11-9,18470,19800
2014,LAL,CHA,2014-11-9,18997,18997
2014,POR,DEN,2014-11-9,19055,19393
2014,DAL,MIA,2014-11-9,20195,19200
2014,IND,UTA,2014-11-10,12513,18165
2014,LAC,SAS,2014-11-10,19313,19060
2014,NYK,ATL,2014-11-10,19812,19812
2014,CLE,NOP,2014-11-10,20562,20562
2014,CHI,DET,2014-11-10,21431,20917
2014,MIL,OKC,2014-11-11,12390,18717
2014,MEM,LAL,2014-11-11,17618,18119
2014,POR,CHA,2014-11-11,18495,19393
2014,GSW,SAS,2014-11-11,19596,19596
2014,DAL,SAC,2014-11-11,19663,19200
2014,TOR,ORL,2014-11-11,19800,19800
2014,ATL,UTA,2014-11-12,12595,18047
2014,DEN,POR,2014-11-12,12611,19155
2014,WAS,DET,2014-11-12,14708,20356
2014,PHX,BRK,2014-11-12,15184,19023
2014,BOS,OKC,2014-11-12,17043,18624
2014,NOP,LAL,2014-11-12,17359,16867
2014,MIN,HOU,2014-11-12,18996,19356
2014,MIA,IND,2014-11-12,19658,19600
2014,NYK,ORL,2014-11-12,19812,19812
2014,MEM,SAC,2014-11-13,15666,18119
2014,GSW,BRK,2014-11-13,19596,19596
2014,DAL,PHI,2014-11-13,19604,19200
2014,TOR,CHI,2014-11-13,19800,19800
2014,NOP,MIN,2014-11-14,14775,16867
2014,ORL,MIL,2014-11-14,15947,18846
2014,IND,DEN,2014-11-14,16286,18165
2014,PHX,CHA,2014-11-14,16291,19023
2014,ATL,MIA,2014-11-14,17090,18047
2014,HOU,PHI,2014-11-14,18138,18055
2014,OKC,DET,2014-11-14,18203,18203
2014,BOS,CLE,2014-11-14,18624,18624
2014,LAL,SAS,2014-11-14,18997,18997
2014,NYK,UTA,2014-11-14,19812,19812
2014,MEM,DET,2014-11-15,17215,18119
2014,SAC,SAS,2014-11-15,17317,17317
2014,LAC,PHX,2014-11-15,19060,19060
2014,WAS,ORL,2014-11-15,19110,20356
2014,POR,BRK,2014-11-15,19441,19393
2014,GSW,CHA,2014-11-15,19596,19596
2014,DAL,MIN,2014-11-15,19730,19200
2014,TOR,UTA,2014-11-15,19800,19800
2014,CLE,ATL,2014-11-15,20562,20562
2014,CHI,IND,2014-11-15,22248,20917
2014,OKC,HOU,2014-11-16,18203,18203
2014,LAL,GSW,2014-11-16,18997,18997
2014,MIA,MIL,2014-11-16,19680,19600
2014,NYK,DEN,2014-11-16,19812,19812
2014,DET,ORL,2014-11-17,11619,19971
2014,CHA,DAL,2014-11-17,15345,19077
2014,BOS,PHX,2014-11-17,16726,18624
2014,MEM,HOU,2014-11-17,17012,18119
2014,BRK,MIA,2014-11-17,17732,17732
2014,SAS,PHI,2014-11-17,18581,18418
2014,LAC,CHI,2014-11-17,19319,19060
2014,POR,NOP,2014-11-17,19441,19393
2014,CLE,DEN,2014-11-17,20562,20562
2014,MIL,NYK,2014-11-18,12190,18717
2014,SAC,NOP,2014-11-18,16526,17317
2014,UTA,OKC,2014-11-18,17190,19911
2014,ATL,LAL,2014-11-18,17848,18047
2014,DET,PHX,2014-11-19,10686,19971
2014,PHI,BOS,2014-11-19,12701,20328
2014,DEN,OKC,2014-11-19,14140,19155
2014,IND,CHA,2014-11-19,14748,18165
2014,MIN,NYK,2014-11-19,15304,19356
2014,BRK,MIL,2014-11-19,15694,17732
2014,ORL,LAC,2014-11-19,16034,18846
2014,WAS,DAL,2014-11-19,16374,20356
2014,HOU,LAL,2014-11-19,18245,18055
2014,TOR,MEM,2014-11-19,19800,19800
2014,CLE,SAS,2014-11-19,20562,20562
2014,SAC,CHI,2014-11-20,17317,17317
2014,MIA,LAC,2014-11-20,19685,19600
2014,MIN,SAS,2014-11-21,12414,19356
2014,DEN,NOP,2014-11-21,15232,19155
2014,ATL,DET,2014-11-21,16517,18047
2014,PHI,PHX,2014-11-21,16789,20328
2014,MEM,BOS,2014-11-21,17712,18119
2014,CHA,ORL,2014-11-21,18126,19077
2014,OKC,BRK,2014-11-21,18203,18203
2014,GSW,UTA,2014-11-21,19596,19596
2014,TOR,MIL,2014-11-21,19800,19800
2014,POR,CHI,2014-11-21,19866,19393
2014,DAL,LAL,2014-11-21,20353,19200
2014,WAS,CLE,2014-11-21,20356,20356
2014,MIN,SAC,2014-11-22,13191,19356
2014,MIL,WAS,2014-11-22,14254,18717
2014,IND,PHX,2014-11-22,16870,18165
2014,HOU,DAL,2014-11-22,18244,18055
2014,UTA,NOP,2014-11-22,18452,19911
2014,SAS,BRK,2014-11-22,18581,18418
2014,ORL,MIA,2014-11-22,18846,18846
2014,NYK,PHI,2014-11-22,19812,19812
2014,CLE,TOR,2014-11-22,20562,20562
2014,BOS,POR,2014-11-23,16692,18624
2014,MEM,LAC,2014-11-23,18119,18119
2014,OKC,GSW,2014-11-23,18203,18203
2014,LAL,DEN,2014-11-23,18997,18997
2014,MIA,CHA,2014-11-23,19639,19600
2014,PHI,POR,2014-11-24,11094,20328
2014,CHA,LAC,2014-11-24,17180,19077
2014,HOU,NYK,2014-11-24,18133,18055
2014,UTA,CHI,2014-11-24,18904,19911
2014,TOR,PHX,2014-11-24,19800,19800
2014,DAL,IND,2014-11-24,19850,19200
2014,CLE,ORL,2014-11-24,20562,20562
2014,MIL,DET,2014-11-25,15265,18717
2014,WAS,ATL,2014-11-25,15440,20356
2014,DEN,CHI,2014-11-25,17033,19155
2014,NOP,SAC,2014-11-25,17037,16867
2014,MIA,GSW,2014-11-25,19647,19600
2014,PHI,BRK,2014-11-26,11223,20328
2014,DET,LAC,2014-11-26,13461,19971
2014,MIN,MIL,2014-11-26,14710,19356
2014,PHX,DEN,2014-11-26,16099,19023
2014,ATL,TOR,2014-11-26,16253,18047
2014,CHA,POR,2014-11-26,16972,19077
2014,ORL,GSW,2014-11-26,17702,18846
2014,HOU,SAC,2014-11-26,18058,18055
2014,OKC,UTA,2014-11-26,18203,18203
2014,SAS,IND,2014-11-26,18581,18418
2014,LAL,MEM,2014-11-26,18997,18997
2014,DAL,NYK,2014-11-26,20352,19200
2014,CLE,WAS,2014-11-26,20562,20562
2014,DET,MIL,2014-11-28,13127,19971
2014,DEN,PHX,2014-11-28,15509,19155
2014,ATL,NOP,2014-11-28,17079,18047
2014,IND,ORL,2014-11-28,18165,18165
2014,BOS,CHI,2014-11-28,18203,18624
2014,OKC,NYK,2014-11-28,18203,18203
2014,HOU,LAC,2014-11-28,18226,18055
2014,SAS,SAC,2014-11-28,18581,18418
2014,LAL,MIN,2014-11-28,18997,18997
2014,CHA,GSW,2014-11-28,19381,19077
2014,POR,MEM,2014-11-28,19459,19393
2014,TOR,DAL,2014-11-28,19800,19800
2014,ATL,CHA,2014-11-29,14185,18047
2014,MIL,HOU,2014-11-29,16119,18717
2014,PHI,DAL,2014-11-29,16145,20328
2014,WAS,NOP,2014-11-29,17581,20356
2014,UTA,LAC,2014-11-29,18479,19911
2014,CLE,IND,2014-11-29,20562,20562
2014,DET,GSW,2014-11-30,12737,19971
2014,PHX,ORL,2014-11-30,15558,19023
2014,SAC,MEM,2014-11-30,16240,17317
2014,BOS,SAS,2014-11-30,17121,18624
2014,BRK,CHI,2014-11-30,17732,17732
2014,POR,MIN,2014-11-30,18843,19393
2014,LAL,TOR,2014-11-30,18997,18997
2014,NYK,MIA,2014-11-30,19812,19812
2014,PHI,SAS,2014-12-1,12843,20328
2014,WAS,MIA,2014-12-1,15150,20356
2014,UTA,DEN,2014-12-1,16768,19911
2014,LAC,MIN,2014-12-1,19060,19060
2014,ATL,BOS,2014-12-2,12705,18047
2014,DEN,POR,2014-12-2,12822,19155
2014,NOP,OKC,2014-12-2,13903,16867
2014,DET,LAL,2014-12-2,14083,19971
2014,PHX,IND,2014-12-2,15059,19023
2014,SAC,TOR,2014-12-2,15522,17317
2014,GSW,ORL,2014-12-2,19596,19596
2014,NYK,BRK,2014-12-2,19812,19812
2014,CLE,MIL,2014-12-2,20562,20562
2014,CHI,DAL,2014-12-2,22042,20917
2014,MIN,PHI,2014-12-3,10463,19356
2014,MIL,DAL,2014-12-3,13568,18717
2014,BOS,DET,2014-12-3,15870,18624
2014,BRK,SAS,2014-12-3,15989,17732
2014,UTA,TOR,2014-12-3,16677,19911
2014,CHA,CHI,2014-12-3,16887,19077
2014,HOU,MEM,2014-12-3,18151,18055
2014,WAS,LAL,2014-12-3,18490,20356
2014,LAC,ORL,2014-12-3,19060,19060
2014,MIA,ATL,2014-12-3,19600,19600
2014,POR,IND,2014-12-4,19191,19393
2014,GSW,NOP,2014-12-4,19596,19596
2014,NYK,CLE,2014-12-4,19812,19812
2014,MIN,HOU,2014-12-5,12101,19356
2014,PHI,OKC,2014-12-5,15092,20328
2014,SAC,IND,2014-12-5,15512,17317
2014,BRK,ATL,2014-12-5,16146,17732
2014,MIL,MIA,2014-12-5,16325,18717
2014,MEM,SAS,2014-12-5,18119,18119
2014,BOS,LAL,2014-12-5,18624,18624
2014,UTA,ORL,2014-12-5,18997,19911
2014,CHA,NYK,2014-12-5,19102,19077
2014,WAS,DEN,2014-12-5,19451,20356
2014,DAL,PHX,2014-12-5,20010,19200
2014,TOR,CLE,2014-12-5,20077,19800
2014,SAC,ORL,2014-12-6,16021,17317
2014,DET,PHI,2014-12-6,16514,19971
2014,HOU,PHX,2014-12-6,18060,18055
2014,SAS,MIN,2014-12-6,18581,18418
2014,LAC,NOP,2014-12-6,19060,19060
2014,CHI,GSW,2014-12-6,22353,20917
2014,ATL,DEN,2014-12-7,12143,18047
2014,DET,OKC,2014-12-7,13090,19971
2014,MEM,MIA,2014-12-7,16572,18119
2014,BOS,WAS,2014-12-7,16716,18624
2014,LAL,NOP,2014-12-7,18997,18997
2014,DAL,MIL,2014-12-7,19413,19200
2014,NYK,POR,2014-12-7,19812,19812
2014,MIN,GSW,2014-12-8,10296,19356
2014,IND,ATL,2014-12-8,14519,18165
2014,WAS,BOS,2014-12-8,14828,20356
2014,SAC,UTA,2014-12-8,16511,17317
2014,BRK,CLE,2014-12-8,17732,17732
2014,LAC,PHX,2014-12-8,19060,19060
2014,TOR,DEN,2014-12-8,19800,19800
2014,DET,POR,2014-12-9,12813,19971
2014,NOP,NYK,2014-12-9,13789,16867
2014,PHX,MIA,2014-12-9,14963,19023
2014,MEM,DAL,2014-12-9,16512,18119
2014,OKC,MIL,2014-12-9,18203,18203
2014,LAL,SAC,2014-12-9,18267,18997
2014,UTA,SAS,2014-12-9,18382,19911
2014,CLE,TOR,2014-12-9,20562,20562
2014,MIN,POR,2014-12-10,10337,19356
2014,ATL,PHI,2014-12-10,11733,18047
2014,DEN,MIA,2014-12-10,13433,19155
2014,CHA,BOS,2014-12-10,15276,19077
2014,ORL,WAS,2014-12-10,16081,18846
2014,IND,LAC,2014-12-10,16392,18165
2014,SAS,NYK,2014-12-10,18581,18418
2014,GSW,HOU,2014-12-10,19596,19596
2014,DAL,NOP,2014-12-10,19988,19200
2014,CHI,BRK,2014-12-10,21646,20917
2014,SAC,HOU,2014-12-11,16676,17317
2014,OKC,CLE,2014-12-11,18203,18203
2014,ATL,ORL,2014-12-12,13247,18047
2014,MIN,OKC,2014-12-12,13557,19356
2014,MEM,CHA,2014-12-12,15897,18119
2014,BRK,PHI,2014-12-12,16326,17732
2014,PHX,DET,2014-12-12,17007,19023
2014,WAS,LAC,2014-12-12,17437,20356
2014,BOS,NYK,2014-12-12,17989,18624
2014,NOP,CLE,2014-12-12,18069,16867
2014,SAS,LAL,2014-12-12,18581,18418
2014,TOR,IND,2014-12-12,19800,19800
2014,UTA,MIA,2014-12-12,19911,19911
2014,CHI,POR,2014-12-12,21725,20917
2014,PHI,MEM,2014-12-13,13698,20328
2014,ORL,ATL,2014-12-13,15939,18846
2014,MIL,LAC,2014-12-13,16227,18717
2014,SAC,DET,2014-12-13,16242,17317
2014,CHA,BRK,2014-12-13,17113,19077
2014,IND,POR,2014-12-13,17206,18165
2014,HOU,DEN,2014-12-13,18136,18055
2014,DAL,GSW,2014-12-13,20317,19200
2014,MIN,LAL,2014-12-14,15008,19356
2014,NOP,GSW,2014-12-14,15037,16867
2014,WAS,UTA,2014-12-14,15220,20356
2014,DEN,SAS,2014-12-14,16544,19155
2014,OKC,PHX,2014-12-14,18203,18203
2014,MIA,CHI,2014-12-14,19600,19600
2014,NYK,TOR,2014-12-14,19812,19812
2014,PHI,BOS,2014-12-15,12903,20328
2014,IND,LAL,2014-12-15,15261,18165
2014,ATL,CHI,2014-12-15,16805,18047
2014,PHX,MIL,2014-12-15,17327,19023
2014,LAC,DET,2014-12-15,19060,19060
2014,POR,SAS,2014-12-15,19441,19393
2014,TOR,ORL,2014-12-15,19800,19800
2014,CLE,CHA,2014-12-15,20562,20562
2014,NOP,UTA,2014-12-16,13179,16867
2014,WAS,MIN,2014-12-16,15823,20356
2014,BRK,MIA,2014-12-16,16827,17732
2014,SAC,OKC,2014-12-16,17317,17317
2014,MEM,GSW,2014-12-16,18119,18119
2014,NYK,DAL,2014-12-16,19812,19812
2014,DEN,HOU,2014-12-17,12107,19155
2014,DET,DAL,2014-12-17,12287,19971
2014,CHA,PHX,2014-12-17,15459,19077
2014,BOS,ORL,2014-12-17,16764,18624
2014,SAS,MEM,2014-12-17,18581,18418
2014,LAC,IND,2014-12-17,19060,19060
2014,POR,MIL,2014-12-17,19495,19393
2014,MIA,UTA,2014-12-17,19633,19600
2014,TOR,BRK,2014-12-17,19800,19800
2014,CLE,ATL,2014-12-17,20562,20562
2014,SAC,MIL,2014-12-18,15645,17317
2014,HOU,NOP,2014-12-18,18137,18055
2014,GSW,OKC,2014-12-18,19596,19596
2014,CHI,NYK,2014-12-18,21875,20917
2014,PHI,CHA,2014-12-19,13398,20328
2014,DEN,LAC,2014-12-19,15030,19155
2014,ORL,UTA,2014-12-19,16032,18846
2014,DET,TOR,2014-12-19,16274,19971
2014,BOS,MIN,2014-12-19,17042,18624
2014,MEM,CHI,2014-12-19,18119,18119
2014,SAS,POR,2014-12-19,18581,18418
2014,LAL,OKC,2014-12-19,18997,18997
2014,MIA,WAS,2014-12-19,19600,19600
2014,CLE,BRK,2014-12-19,20562,20562
2014,DEN,IND,2014-12-20,14125,19155
2014,NOP,POR,2014-12-20,16079,16867
2014,HOU,ATL,2014-12-20,16998,18055
2014,CHA,UTA,2014-12-20,17384,19077
2014,LAC,MIL,2014-12-20,19060,19060
2014,NYK,PHX,2014-12-20,19812,19812
2014,DAL,SAS,2014-12-20,20504,19200
2014,MIN,IND,2014-12-21,12687,19356
2014,ORL,PHI,2014-12-21,15682,18846
2014,SAC,LAL,2014-12-21,17317,17317
